Geneid	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
RP11-26H16.1	4	8	9	9	7	9
CELA3B	1	0	0	0	0	2
RN7SL386P	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0
CELA3A	0	0	0	0	0	1
RN7SL186P	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0
RP1-224A6.3	2	4	4	4	0	3
LINC00339	326	427	410	321	245	295
CDC42	17289	23744	20252	25816	25973	22536
CDC42-IT1	25	9	3	9	12	9
RP1-224A6.8	3	2	0	1	2	4
RP1-224A6.9	5	5	2	5	4	2
WNT4	6	8	4	1	9	10
MIR4418	0	0	0	0	0	0
RP11-415K20.1	4	8	3	10	7	11
RP11-415K20.2	0	0	0	0	0	0
ZBTB40	983	971	565	948	1245	743
ZBTB40-IT1	1	0	1	1	4	0
EPHA8	1	0	1	1	0	0
AL158086.1	0	0	0	0	0	0
C1QA	0	0	0	0	0	0
C1QC	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
EPHB2	388	477	297	293	409	250
MIR4684	0	0	0	0	0	0
AL611946.1	0	0	0	0	0	0
RP11-69E9.1	0	0	0	1	0	0
MIR4253	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0
C1orf234	1	1	2	1	2	6
KDM1A	2113	2444	1918	1937	2518	1806
RP1-184J9.2	0	2	0	0	2	1
MIR3115	3	8	0	4	2	4
MIR4419A	1	0	0	2	2	0
LUZP1	1889	1971	1608	1944	1614	1547
RP5-979D14.1	6	1	1	1	7	4
RNU6-514P	3	4	4	2	2	5
RNU6-135P	0	0	1	2	1	0
HTR1D	0	11	7	0	1	4
RP5-1057J7.1	8	19	4	4	2	10
LINC01355	482	305	338	382	409	391
HNRNPR	10257	10458	9025	11071	8700	7894
ZNF436	214	156	191	220	199	164
ZNF436-AS1	21	39	38	32	27	52
RP5-1057J7.7	2	7	1	1	3	3
TCEA3	40	72	69	20	53	71
RP4-654C18.1	0	0	1	1	1	3
ASAP3	350	302	257	300	313	234
E2F2	46	19	23	44	35	19
RP1-150O5.3	3	5	9	1	2	1
ID3	11767	6940	6919	4781	3597	3688
MDS2	3	2	2	1	6	3
RP11-223J15.2	0	0	0	0	0	0
RPL11	17128	24484	18928	22637	18643	20970
TCEB3	4168	4045	2959	4485	3965	2814
TCEB3-AS1	29	43	42	21	24	35
PITHD1	691	694	601	555	497	434
LYPLA2	1832	1471	1329	1764	2017	1172
GALE	987	1019	808	1330	1477	1054
HMGCL	1025	1225	1324	1152	1894	1433
FUCA1	84	55	105	53	75	72
CNR2	0	1	0	0	0	3
BTBD6P1	0	0	0	0	0	0
RP11-4M23.3	0	0	0	0	1	0
MIR378F	0	0	0	0	0	0
RP11-4M23.4	4	10	5	4	3	8
PNRC2	3414	3092	3027	4514	3290	2531
SRSF10	15672	13820	13621	18130	14607	10680
RP11-4M23.7	2	4	3	3	1	2
RP11-293P20.2	0	0	0	0	0	0
MYOM3	0	1	1	1	2	1
RP11-293P20.4	0	0	0	0	0	0
IL22RA1	6	4	2	1	3	2
IFNLR1	106	78	76	28	35	29
RP11-10N16.2	0	0	1	0	0	0
AL590683.1	0	0	0	0	0	0
AL590683.2	0	0	0	0	0	0
RP11-10N16.3	1	0	0	1	3	2
GRHL3	129	75	57	29	31	20
STPG1	331	407	367	259	360	338
NIPAL3	85	147	158	93	185	154
RCAN3	909	837	922	831	819	769
RP4-594I10.3	0	1	0	0	1	0
NCMAP	0	1	1	5	2	3
RP11-496D1.2	0	0	0	0	0	0
SRRM1	11340	12951	10388	11920	9507	9728
CLIC4	4252	3493	4769	5877	3121	3483
RNU6-1208P	4	1	2	2	2	0
RUNX3	38	25	26	54	44	73
MIR6731	0	0	0	0	0	0
RP11-84D1.1	0	0	0	0	0	0
RP11-84D1.2	0	0	0	0	1	0
MIR4425	0	0	0	0	0	0
RP4-799D16.1	0	1	0	1	0	0
RP4-781L3.1	0	1	0	0	0	0
RP4-706G24.1	2	0	0	0	0	0
SYF2	1785	1906	1691	2218	1337	1474
RSRP1	1899	1606	1711	2272	1478	1588
RP3-465N24.6	1	3	3	1	0	2
RP3-465N24.5	1	1	0	1	3	1
RHD	12	6	11	1	12	8
SDHDP6	0	0	0	1	0	0
RP11-335G20.7	0	0	1	0	1	0
TMEM50A	3087	3013	2869	3790	2508	2686
RHCE	1	2	0	2	2	0
RP3-469D22.1	2	3	2	0	0	0
TMEM57	447	617	443	545	427	426
LDLRAP1	96	105	108	133	123	90
RP11-70P17.1	1	2	2	0	1	0
MAN1C1	40	35	30	44	41	29
RP1-187B23.1	4	0	1	2	1	3
SEPN1	750	640	515	788	1343	700
RP1-317E23.6	0	0	0	0	0	0
RP1-317E23.3	14	9	11	10	11	18
MTFR1L	1132	1297	1005	1861	1942	1505
RP1-317E23.7	0	0	0	0	0	0
AUNIP	549	594	445	410	411	317
RP1-125I3.2	1	0	0	0	0	3
PAQR7	598	1012	766	794	1112	929
STMN1	36663	47537	36795	45552	37574	38847
SNRPFP2	1	1	0	0	0	0
RP1-125I3.4	0	1	0	0	0	1
MIR3917	0	0	0	0	0	0
AL033528.1	0	0	0	0	0	0
PAFAH2	291	325	340	334	401	298
RNU6-110P	0	0	0	1	0	0
SCARNA17	0	0	0	0	0	0
SCARNA18	4	8	7	8	4	6
EXTL1	6	4	4	1	5	5
SLC30A2	5	3	0	0	3	3
TRIM63	0	2	1	3	1	3
AL391650.1	0	0	0	0	0	0
PDIK1L	112	100	152	217	170	159
FAM110D	7	7	9	2	12	9
ZNF593	16	26	22	29	13	20
RP11-96L14.7	2	2	0	1	1	1
CNKSR1	127	114	90	87	79	67
CATSPER4	10	4	4	1	4	4
RP11-231P20.2	42	62	52	16	23	26
RP11-231P20.6	1	0	0	0	0	0
CEP85	1734	1836	1380	1598	1888	1155
RP11-231P20.5	32	13	12	14	25	15
SH3BGRL3	4295	5225	4954	6491	10315	7665
UBXN11	230	213	149	247	285	176
CD52	106	178	136	93	124	121
AIM1L	50	35	57	19	19	21
RP11-569G9.7	1	2	7	1	3	1
ZNF683	32	9	20	7	4	9
LIN28A	6879	6928	5994	7467	5198	4905
DHDDS	1549	1853	1429	1748	2173	1631
RP3-476K8.4	3	15	7	11	4	9
RP3-476K8.3	2	4	4	3	4	0
HMGN2	4543	5295	4009	5408	4101	4224
DPPA2P2	2	0	4	0	1	1
RPS6KA1	183	176	188	148	130	112
MIR1976	0	0	0	0	0	0
RN7SL679P	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0
RP11-492M19.3	0	0	0	0	0	0
snoU13	11	13	12	12	5	11
RP4-785J1.1	0	0	0	0	0	0
RP5-968P14.2	6	19	8	14	20	12
ARID1A	3582	3322	2678	3461	4439	2905
PIGV	340	360	374	257	348	294
RN7SL165P	1	0	0	0	0	0
ZDHHC18	264	235	169	258	217	193
SFN	172	107	96	97	83	93
RP1-50O24.6	0	0	0	0	0	0
GPN2	318	324	272	371	293	270
GPATCH3	313	222	191	260	231	183
NUDC	2062	1969	1725	1822	1077	1392
NR0B2	1	0	0	0	1	0
KDF1	174	65	140	28	28	32
RP11-344H11.4	3	16	11	7	3	15
RP11-344H11.5	0	1	0	0	0	2
OSTCP2	0	2	6	5	0	6
TRNP1	35	23	27	21	17	19
FAM46B	48	48	55	28	22	15
FKSG62	0	0	0	0	0	0
SLC9A1	248	203	180	283	280	181
RP11-40H20.5	1	2	1	4	1	6
CHCHD3P3	13	28	18	12	11	15
NPM1P39	98	157	112	118	96	118
SNRPEP7	1	1	0	0	0	1
RP11-40H20.4	0	0	0	0	0	0
WDTC1	93	111	74	74	155	103
RP11-4K3__A.3	3	1	3	3	1	2
TMEM222	1259	1114	809	1550	2022	1065
RNU6-48P	1	1	2	3	2	1
ACTG1P20	16	15	10	18	24	15
FO393419.1	0	0	0	0	0	0
SYTL1	34	53	51	33	36	49
MAP3K6	8	9	19	25	31	22
FCN3	1	1	2	4	9	3
CD164L2	1	4	6	2	2	2
RP1-144C9.2	0	1	0	0	0	0
GPR3	81	48	47	69	34	40
WASF2	1671	1706	1377	1646	1838	1553
RP4-752I6.1	3	1	3	2	2	4
RP1-159A19.4	1	1	1	0	2	4
AHDC1	130	196	149	145	118	197
FGR	4	1	5	5	4	7
RP1-159A19.3	78	182	104	99	54	136
RP11-288L9.1	0	0	0	0	0	1
IFI6	31	65	65	41	47	92
RP11-288L9.4	0	4	0	1	0	1
RNU6-949P	0	0	0	0	0	0
CHMP1AP1	0	0	0	0	0	0
RNU6-424P	0	0	0	0	0	0
FAM76A	2785	2879	2953	3258	2741	2183
RP3-426I6.2	5	8	3	6	2	4
RPEP3	0	4	1	1	0	0
STX12	977	1037	961	1558	1336	1107
RP3-426I6.5	3	1	1	0	2	2
AL020997.1	0	1	1	1	0	0
RP3-426I6.6	10	2	5	12	4	4
RNU6-1245P	0	0	0	0	0	0
PPP1R8	1825	1877	1479	2207	2190	1510
SCARNA1	7	1	0	6	3	4
AL109927.1	0	0	0	0	0	0
THEMIS2	91	79	95	71	77	72
RPA2	5304	5141	4366	5342	5120	3899
SMPDL3B	228	90	208	13	14	18
RP11-460I13.2	0	0	0	0	0	0
XKR8	163	119	95	150	186	119
EYA3	4080	4070	3289	4078	5189	3095
RP11-460I13.6	2	1	0	3	5	4
RN7SL559P	5	3	3	2	2	3
AL137792.1	0	0	0	0	0	0
SPCS2P4	46	78	41	50	31	64
RP5-1053E7.2	0	0	0	2	1	0
RP5-1053E7.3	2	2	0	5	0	2
RNU6-176P	0	0	0	0	0	0
PTAFR	34	29	34	26	37	11
DNAJC8	11307	14672	11559	12740	12583	10676
ATPIF1	4150	5182	4566	4077	2893	4479
RP5-1092A3.4	29	14	14	43	33	21
RP5-1092A3.5	0	1	1	0	0	2
SESN2	287	257	206	232	376	241
MED18	549	704	560	787	845	564
PHACTR4	2392	2895	2100	2427	2876	2201
RP1-308E4.1	8	4	7	4	2	10
RNU6ATAC27P	10	8	4	6	10	7
RCC1	3838	4065	2614	4060	5088	2510
SNHG3	8542	8571	6783	8643	6830	6817
SNORA73A	0	0	0	0	0	0
SNORA73B	308	206	242	263	268	209
PRDX3P2	33	37	20	35	36	40
RP4-669K10.8	97	58	32	126	105	56
TRNAU1AP	1139	1405	1114	1135	1543	1232
SNHG12	469	615	475	764	626	524
SNORD99	138	123	113	177	190	120
SNORA61	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0
SNORA16A	0	0	0	0	0	0
TAF12	2111	2594	2162	2299	2202	1805
RAB42	32	48	39	40	84	49
RP11-442N24__B.1	5	11	8	3	9	6
RNU11	1	0	0	0	0	1
GMEB1	882	909	611	980	995	691
SCARNA24	1	0	2	0	1	1
YTHDF2	5966	5353	4831	6953	5383	4110
OPRD1	20	22	21	19	29	16
RP1-212P9.3	0	0	0	0	1	0
EPB41	324	293	292	363	270	270
RP4-604A21.1	163	541	338	208	140	426
TMEM200B	11	34	9	52	73	41
RP11-242O24.3	0	0	0	1	0	0
SRSF4	881	1056	856	1100	830	869
uc_338	37	26	22	29	25	36
MECR	504	541	458	666	666	491
RP11-467D18.2	5	4	2	8	9	6
PTPRU	217	181	131	214	268	149
AL645859.1	0	0	0	0	0	0
RP3-437I16.1	0	0	0	0	0	0
AL139151.1	0	0	0	0	0	0
RP11-810H18.1	0	0	0	0	0	0
AC092265.1	0	0	0	0	0	0
RP4-656G21.1	0	0	0	0	0	0
AL645944.1	0	0	0	0	0	0
RP11-179G8.1	0	0	0	0	0	0
RP11-111I12.1	0	0	0	0	0	0
RP5-893G23.1	0	0	0	0	0	0
RP3-357I16.1	0	0	0	0	0	0
RP4-591L5.1	0	0	0	0	0	0
RP4-591L5.2	0	0	0	0	0	0
MATN1	4	3	3	8	5	6
MATN1-AS1	3	2	0	1	1	3
LAPTM5	12	22	20	32	62	108
MIR4420	0	0	0	0	0	0
RP5-1125N11.1	0	0	0	0	0	0
RP1-65J11.1	2	1	1	6	6	1
RN7SKP91	0	0	0	0	0	0
RP1-65J11.5	0	0	0	0	0	1
SDC3	159	187	187	322	225	360
RN7SL371P	0	0	0	0	0	0
PUM1	4544	4598	3813	4698	5864	3901
RP11-201O14.1	6	5	2	4	3	14
RP11-201O14.2	13	6	7	10	12	4
SEPW1P	3	7	4	4	4	2
RP11-490K7.1	4	7	8	5	11	5
NKAIN1	84	81	60	62	80	54
SNRNP40	4639	4645	4185	5429	3467	3711
RP11-490K7.4	251	184	120	174	183	183
ZCCHC17	2481	2750	2379	2696	2595	2284
RP11-266K22.2	1	1	0	0	1	2
FABP3	396	363	376	1273	831	670
SERINC2	166	106	134	98	107	109
RP11-439L8.2	6	14	4	6	4	11
RNU6-40P	0	0	0	0	0	0
LINC01225	0	0	0	0	0	0
LINC01226	1	1	0	0	0	0
RP11-439L8.5	0	0	0	0	0	0
RP11-73M7.1	0	0	0	0	0	0
TINAGL1	14	13	14	5	8	9
HCRTR1	1	0	0	0	0	0
PEF1	1444	1382	1203	1989	2000	1244
RP11-73M7.6	5	3	2	2	7	3
RP11-73M7.9	1	0	0	2	0	0
COL16A1	8	9	8	10	17	8
ADGRB2	9	4	6	10	6	11
MIR4254	0	0	0	0	0	0
RP11-84A19.3	0	0	0	0	0	0
SPOCD1	10	10	8	6	11	12
RP11-84A19.2	1	0	0	0	1	0
RP11-84A19.4	7	5	3	5	3	2
PTP4A2	3704	4469	3637	4720	3910	3661
AL136115.1	1	0	0	1	0	0
RP4-534N18.2	12	13	6	6	13	12
KHDRBS1	3195	3503	3040	3495	2971	2907
RP11-277A4.4	15	12	20	12	13	21
TMEM39B	718	622	511	813	841	585
MIR5585	1	5	0	3	5	3
KPNA6	9485	10930	7961	9984	12921	8752
RP4-622L5.2	0	0	0	0	0	0
TXLNA	6428	5378	4093	6688	5581	4198
CCDC28B	448	543	563	521	814	544
RP4-622L5.7	0	0	0	0	1	0
IQCC	160	160	144	136	208	157
DCDC2B	7	2	4	4	17	8
TMEM234	146	155	152	212	248	162
EIF3I	17736	19952	16404	19997	23794	16059
MTMR9LP	33	47	40	21	26	47
FAM167B	0	3	1	1	0	0
LCK	162	56	151	21	14	17
HDAC1	6549	7299	5691	7376	7845	6297
MARCKSL1	1307	1179	1125	1403	1153	893
RP4-811H24.9	0	0	1	1	0	0
TSSK3	6	7	4	2	9	6
FAM229A	2	5	3	4	5	8
BSDC1	1269	1088	864	1235	1403	949
GAPDHP20	1	0	0	0	0	1
RP11-395N6.4	0	0	0	0	0	0
LRRC37A12P	6	3	0	0	2	1
RN7SL122P	0	0	0	0	0	0
RP1-27O5.3	0	1	0	0	0	1
ZBTB8B	67	71	104	53	43	74
ZBTB8A	197	163	208	169	154	147
ZBTB8OS	1954	2621	2193	2349	1842	2046
RBBP4	15181	16290	14128	17081	16852	13751
SYNC	1	0	0	2	7	0
RP11-114B7.6	1	3	0	3	1	1
KIAA1522	445	326	314	267	372	265
YARS	4629	5167	3745	4695	3914	3075
S100PBP	2244	2337	1994	2544	2201	1832
FNDC5	117	172	103	72	107	102
HPCA	16	5	7	3	10	6
TMEM54	374	364	233	202	270	184
RNF19B	168	161	138	161	124	135
RP5-1174N9.2	0	0	0	0	0	0
RP4-803A2.1	1	5	0	0	1	3
RP4-803A2.2	0	0	0	1	0	0
RP1-117O3.2	14	13	9	9	13	9
AK2	2104	2469	2087	2334	2333	2272
AZIN2	33	50	37	43	34	46
RP11-131M11.2	4	0	0	2	1	0
TRIM62	27	29	29	28	27	27
RP11-131M11.3	6	4	6	3	8	5
ZNF362	118	129	127	176	121	144
RP11-415J8.7	1	0	1	1	0	1
A3GALT2	0	0	0	0	0	0
RP11-415J8.3	12	4	6	14	17	10
PHC2	131	142	154	252	267	253
AL513327.1	0	0	0	0	1	0
RN7SKP16	0	0	1	0	0	1
RP11-415J8.5	0	1	2	1	3	1
AL138837.1	0	0	0	0	0	0
TLR12P	0	0	0	0	0	0
ZSCAN20	63	97	87	83	95	78
RP4-580O19.2	0	2	2	2	1	2
CSMD2	43	29	29	11	21	20
AL161643.1	0	0	0	0	0	0
HSPD1P14	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
CSMD2-AS1	0	0	2	0	0	1
RNA5SP42	0	0	0	0	0	0
C1orf94	29	15	14	7	4	12
AC115286.1	0	0	0	0	0	0
RP4-657M3.2	0	0	0	0	0	0
MIR552	0	0	0	0	0	0
SMIM12	1097	1204	899	1316	1298	891
GJB5	6	8	12	4	3	4
GJB4	1	0	2	0	1	2
RP1-34M23.5	0	0	0	0	0	0
AL121988.1	0	0	0	0	0	0
GJB3	5	2	0	0	1	0
GJA4	5	5	7	29	68	53
RP5-997D16.2	11	20	10	13	30	5
DLGAP3	0	3	1	2	1	2
RP11-244H3.1	10	13	5	16	14	11
RP11-244H3.4	0	0	0	0	0	0
ZMYM6NB	0	0	0	0	0	0
ZMYM6	376	249	302	463	281	315
RP11-248I9.2	0	0	0	0	1	0
ZMYM1	1123	1093	1134	1174	961	1059
EFCAB14P1	0	0	0	0	0	1
SFPQ	8397	6917	6822	9317	6303	5390
ZMYM4	1087	971	892	1127	976	864
RN7SL503P	0	0	0	2	1	0
SNORA62	3	1	0	1	2	4
RPL5P4	62	60	38	47	55	75
ZMYM4-AS1	30	33	27	27	30	35
KIAA0319L	844	820	650	1000	1229	936
RP4-728D4.3	28	30	21	11	10	28
NCDN	200	156	111	170	172	149
RP4-728D4.2	4	6	4	2	7	7
TFAP2E	8	6	4	4	5	4
PSMB2	12383	14936	11749	15238	15001	11488
C1orf216	201	212	117	228	216	124
CLSPN	3387	3819	2752	4096	2852	2949
RP11-435D7.3	4	3	2	3	0	0
AGO4	390	390	346	437	493	380
AGO1	1360	1168	1030	1059	1767	1067
RP4-789D17.4	0	0	0	0	1	0
RP4-789D17.3	0	0	0	0	0	0
RP4-789D17.5	24	9	30	13	27	10
AGO3	863	730	685	716	663	612
RP4-665N4.8	0	0	0	1	1	0
RP4-665N4.4	5	4	2	3	2	0
TEKT2	30	49	46	30	71	65
ADPRHL2	553	570	611	597	653	543
COL8A2	4	1	2	3	0	1
TRAPPC3	1782	2040	1653	1907	1771	1592
MAP7D1	274	334	234	268	396	297
RN7SL131P	1	0	1	0	0	0
THRAP3	24800	29077	21203	27049	26539	22062
UBE2V2P4	2	5	0	2	2	4
AL360074.1	2	0	0	2	2	0
SH3D21	27	24	58	11	31	62
EVA1B	8	12	15	21	16	14
RP11-268J15.5	39	39	50	15	42	79
STK40	175	149	128	253	249	164
LSM10	1352	1493	1342	1605	1681	1146
RNU4-27P	0	0	0	0	0	0
OSCP1	144	163	154	205	237	244
SNORA63	8	15	6	15	12	14
MRPS15	4447	5401	3982	5114	3914	3801
CSF3R	22	27	16	11	19	14
FTLP18	0	0	0	0	0	0
AL080286.1	0	0	0	0	0	0
RP4-614N24.1	0	0	0	0	0	0
GRIK3	30	12	7	2	5	0
AC117945.1	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0
RNU6-636P	0	0	0	0	0	0
RP5-1180C18.1	0	0	0	0	0	0
RNA5SP43	0	0	0	0	0	0
RPS29P6	0	0	0	0	0	1
LINC01137	18	22	20	26	39	35
ZC3H12A	17	24	24	24	15	26
MIR6732	0	0	0	0	0	0
MEAF6	3163	2753	3104	3884	2796	2484
MIR5581	1	0	0	2	3	0
SNIP1	330	326	320	381	347	278
FTH1P1	1	2	6	2	1	2
RP3-423B22.5	12	19	14	11	10	20
DNALI1	455	433	438	452	614	468
GNL2	12742	14214	10542	14302	11557	9936
RSPO1	1	0	0	1	0	1
C1orf109	2144	2330	1885	2492	2076	1508
CDCA8	4674	5169	3966	6192	6567	4033
EPHA10	0	2	3	1	0	0
ACTN4P2	0	0	1	0	0	0
RP11-109P14.2	0	0	0	0	0	0
MANEAL	27	3	6	4	2	1
RP11-109P14.9	0	0	0	0	0	0
YRDC	246	269	202	277	214	157
C1orf122	181	207	153	215	183	188
MTF1	950	1003	735	959	1133	706
RP11-109P14.8	1	1	1	1	1	0
RP11-109P14.10	0	0	0	0	0	0
INPP5B	769	773	642	646	761	578
RNU6-584P	0	0	0	0	0	0
SF3A3	10482	10819	8179	11149	10066	8133
RNU6-510P	2	2	0	10	2	7
FHL3	388	435	373	683	659	594
UTP11L	5917	7346	5711	7687	5392	5467
POU3F1	6	1	14	0	0	1
RP5-884C9.2	1	0	3	0	0	1
RP5-884C9.3	1	1	2	0	1	0
MIR3659	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0
RP11-329N22.2	3	0	0	0	0	0
RNU6-753P	0	0	0	0	0	0
RP11-329N22.1	0	0	0	0	0	0
RP11-334L9.1	70	107	35	92	33	70
RRAGC	369	354	311	406	364	297
RP5-864K19.7	0	0	0	0	0	0
RP5-864K19.4	7	9	9	16	27	14
MYCBP	1661	1601	1551	1766	1728	1350
RP5-864K19.6	0	0	0	0	0	1
GJA9	0	0	0	0	0	0
RHBDL2	14	8	5	5	14	11
RNU6-605P	0	0	0	0	0	0
EIF1P2	0	1	1	0	0	0
AKIRIN1	2364	1861	2135	2184	1599	1236
NDUFS5	9311	13786	10386	11265	10154	10913
MACF1	1564	1409	1280	1555	1950	1787
RNU6-608P	0	0	0	0	1	0
RNA5SP44	0	0	0	0	1	0
RP11-416A14.1	1	0	6	9	5	6
RP11-420K8.1	2	1	2	1	6	1
HSPE1P8	7	6	4	6	2	9
BMP8A	0	0	2	1	3	1
OXCT2P1	0	0	0	1	1	0
RP11-69E11.4	20	24	14	26	29	16
PPIEL	15	14	6	9	14	11
PABPC4	1668	1544	1370	1574	1544	1272
RP11-69E11.8	3	0	1	1	4	1
SNORA55	1	1	3	1	1	1
HEYL	19	25	19	14	27	37
RP1-144F13.3	0	2	0	0	0	0
NT5C1A	0	0	0	0	0	0
HPCAL4	3	0	6	2	0	0
PPIE	2653	2993	2635	2776	3496	2664
RP1-144F13.4	0	0	1	0	0	2
RNU7-121P	0	0	0	0	0	0
BMP8B	1	2	4	1	1	1
OXCT2	0	0	0	0	0	0
RP1-118J21.25	0	0	0	0	0	0
RP1-118J21.24	0	0	0	0	0	0
TRIT1	1792	2151	1915	1896	1742	1972
MYCL	65	67	60	45	30	44
RP1-118J21.5	2	2	1	0	0	1
MFSD2A	251	148	120	175	103	96
RP3-342P20.2	0	1	2	0	1	0
CAP1	20091	22730	18233	23171	24752	19646
PPT1	17137	17674	15560	19584	18034	15124
RP11-115D7.3	4	5	3	8	4	11
RLF	1553	1773	1747	1914	1271	1773
RNU6-1237P	0	1	0	0	0	0
TMCO2	1	0	0	0	0	0
RP1-39G22.7	239	233	263	268	220	163
ZMPSTE24	10147	8981	8029	11869	7175	6128
RP1-39G22.4	5	5	4	3	6	6
COL9A2	126	117	82	65	63	67
RP1-228H13.1	5	17	10	7	14	9
SMAP2	122	156	125	213	191	160
RP1-228H13.2	0	0	0	0	0	0
ZFP69B	197	190	186	217	147	135
RP1-228H13.5	406	252	318	365	326	231
RP11-656D10.7	3	3	2	7	5	4
ZFP69	53	50	51	48	41	41
RP11-656D10.3	15	22	16	31	23	28
EXO5	315	321	194	415	395	243
RP11-656D10.5	1	0	0	0	0	1
RP11-656D10.6	13	7	4	9	16	12
ZNF684	286	261	281	285	233	179
RP1-63P18.2	0	2	0	0	0	0
GTF2F2P2	0	0	0	0	0	0
RIMS3	52	50	58	164	208	151
RP4-739H11.3	0	2	4	3	2	0
NFYC-AS1	14	10	17	13	10	10
NFYC	1530	1331	1173	1904	1514	1257
MIR30E	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0
KCNQ4	3	6	5	2	5	1
RN7SL326P	0	0	0	0	1	0
CITED4	4	1	2	2	2	1
RP5-1066H13.4	0	0	1	0	0	0
RP11-348A7.1	1	0	0	0	0	0
AL391730.1	0	0	0	0	0	0
UBE2V1P8	0	0	0	0	0	0
CTPS1	6361	6945	4979	7806	6406	4660
AL391730.2	0	0	0	0	0	0
SLFNL1-AS1	16	11	8	11	7	10
SLFNL1	11	6	1	13	8	7
SCMH1	760	906	641	1496	1362	940
RPL23AP17	0	0	0	0	0	0
RP11-399E6.1	3	1	0	2	3	1
RP11-399E6.2	0	0	0	0	0	0
AC093151.2	0	0	0	0	0	0
FOXO6	2	1	0	1	1	1
RP11-399E6.4	2	0	0	2	0	1
RNA5SP45	0	0	0	0	0	0
EDN2	0	0	0	0	0	2
HIVEP3	20	13	8	42	16	13
RP11-486B10.3	0	0	0	0	0	0
RP11-486B10.4	0	0	0	0	0	3
AL451006.1	0	0	0	0	0	0
HNRNPFP1	0	1	0	0	0	0
RP11-319C21.1	0	0	1	0	0	0
GUCA2B	0	0	0	0	0	0
GUCA2A	3	0	1	0	0	1
FOXJ3	970	888	797	971	804	687
RP11-223A3.1	9	4	4	1	2	3
RIMKLA	24	14	46	5	8	12
RP11-157D18.2	0	0	0	0	0	0
ZMYND12	15	15	17	6	4	10
PPCS	1102	1072	1203	1261	843	1053
CCDC30	42	37	37	29	51	44
RP11-163G10.2	10	5	6	7	4	6
TMSB4XP1	1	3	2	2	3	3
RNU6-536P	0	0	0	0	0	0
RP11-163G10.4	0	0	0	0	2	0
PPIH	1013	1296	917	1280	1061	1066
RP5-994D16.3	8	11	6	4	8	17
YBX1	2826	3036	2594	3321	2585	2233
CLDN19	45	55	61	21	34	49
P3H1	325	356	306	560	811	505
C1orf50	173	209	188	229	160	205
RP5-994D16.9	1	3	1	3	1	4
RP5-994D16.11	1	2	1	1	4	3
CCDC23	793	1028	908	1034	904	1025
ERMAP	114	103	74	106	98	70
RP11-342M1.3	16	27	18	28	19	18
ZNF691	722	662	637	640	807	600
RP11-342M1.7	0	0	1	0	1	0
RP11-342M1.6	1	2	0	0	0	0
ATP6V1E1P1	5	10	9	9	3	10
SLC2A1	2872	1871	4219	1762	1801	3260
SLC2A1-AS1	36	27	64	17	22	61
RNU6-880P	1	1	0	0	0	0
RP3-393B19.1	1	0	0	0	0	0
FAM183A	4	8	8	5	5	4
EBNA1BP2	5167	5742	4200	7212	4475	4050
CFAP57	13	13	19	24	11	21
RNA5SP46	1	2	1	2	0	0
TMEM125	16	9	27	0	0	9
C1orf210	18	10	31	4	6	6
TIE1	4	5	7	4	27	14
MPL	3	5	3	3	10	5
RP1-92O14.3	7	4	9	7	1	4
CDC20	3586	3701	3193	4241	3522	2806
ELOVL1	1762	1844	1415	2820	3432	1698
MIR6734	0	0	0	0	0	0
MED8	1010	1151	925	1488	1735	1310
RP1-92O14.6	3	3	2	7	4	3
SZT2	165	154	101	174	217	137
SZT2-AS1	0	0	0	0	0	0
MIR6735	0	0	0	0	0	0
HYI	5	10	3	8	6	3
HYI-AS1	1	0	0	0	0	2
PTPRF	1353	1534	1295	1117	1702	1359
KDM4A	712	672	490	650	1234	607
KDM4A-AS1	58	65	38	57	73	62
ST3GAL3	58	60	40	64	90	77
RP11-184I16.4	8	1	0	1	1	8
RP11-184I16.3	2	0	0	2	1	1
SHMT1P1	5	3	2	2	0	5
ARTN	4	1	2	2	0	0
RP11-7O11.3	1	1	2	0	2	2
IPO13	237	244	186	302	331	221
DPH2	2014	1584	1214	1849	1590	1049
ATP6V0B	4973	5346	3910	6914	7074	4462
B4GALT2	331	345	276	396	484	292
CCDC24	36	36	77	35	40	35
SLC6A9	89	53	68	67	51	46
RP5-1198O20.4	25	22	26	27	24	32
RP5-1198O20.5	0	0	0	0	1	0
KRT8P47	0	0	0	0	0	0
AL139220.1	0	0	0	0	0	0
RN7SL479P	0	0	0	0	0	0
KLF17	0	1	0	0	0	2
RP11-570P14.1	74	108	76	99	64	106
KLF18	0	1	0	0	0	0
RP4-675G8.3	0	0	0	0	0	0
OOSP1P1	0	0	0	0	0	0
RP5-891H21.1	0	0	0	0	0	0
RP5-891H21.5	0	0	1	0	0	0
DMAP1	774	652	588	759	866	610
