Geneid	IWPHE1	IWPHE2	IWPHE3	57HED	60HED	67HED	57HER	60HER	67HER	57HPCD	60HPCD	67HPCD	57HPCR	60HPCR	67HPCR
TARDBP	7218	6394	6094	3867	5359	3896	3939	4459	4215	4463	4186	3289	4349	4259	4102
MASP2	51	54	55	24	26	26	25	15	20	13	12	8	22	12	11
RP4-635E18.8	241	220	197	479	458	383	515	448	479	260	283	210	337	294	310
SRM	196	179	194	145	111	98	173	152	122	97	113	117	119	150	141
EXOSC10	4913	4291	4140	3076	4266	3288	3215	3670	3544	2847	3689	3323	4040	3893	3758
RP4-635E18.7	5	8	4	10	13	6	6	18	5	2	8	2	6	7	4
RP4-635E18.6	5	6	9	2	4	3	1	9	6	3	3	1	5	4	8
MTOR	1898	1797	1595	667	970	787	838	1019	897	486	685	666	676	920	765
MTOR-AS1	4	5	4	4	9	6	4	2	8	6	4	2	4	5	8
RNU6-537P	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ANGPTL7	1	1	3	0	1	2	2	3	4	4	2	3	9	7	2
RNU6-291P	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1
RPL39P6	1	0	0	0	0	0	0	0	2	1	0	0	1	0	2
UBIAD1	712	678	657	575	511	501	673	657	634	335	481	417	446	554	494
UBE2V2P3	2	2	2	1	1	4	1	1	6	1	1	2	0	0	0
RP11-149P14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCHD2	3	11	4	1	6	3	8	7	5	0	1	0	0	0	0
RP1-69M21.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO2	10	6	7	0	0	0	1	2	0	0	2	1	0	2	3
FBXO44	486	418	432	178	169	161	184	178	169	72	159	135	201	241	144
FBXO6	121	115	85	63	29	21	32	33	25	295	504	319	414	592	437
MAD2L2	854	743	669	350	420	344	353	469	348	103	258	177	307	344	274
DRAXIN	48	38	44	37	38	29	29	40	34	0	0	3	2	1	9
AGTRAP	1865	1611	1548	1436	1515	1270	1311	1607	1283	1256	1598	1554	2632	1907	1877
C1orf167	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1
RP11-56N19.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MTHFR	599	546	498	261	418	311	295	409	318	404	683	634	639	800	744
CLCN6	1315	1143	1110	606	1009	751	643	939	885	381	667	672	552	792	718
NPPA-AS1	10	5	6	5	9	18	4	15	15	13	12	12	11	26	14
NPPA-AS1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPA-AS1_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPA	11	13	8	11	24	14	10	18	25	6	15	9	14	26	13
NPPA-AS1_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPPB	10	17	12	5	1	1	2	1	4	2	0	0	1	0	0
RP5-934G17.6	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
RNU5E-1	2	0	1	0	0	0	2	6	0	6	1	4	3	0	2
RNU5E-4P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
KIAA2013	152	149	136	85	112	71	120	133	79	109	101	128	133	153	141
PLOD1	4238	3730	3614	2359	2949	2446	2064	2807	2594	2318	1965	1671	2206	2164	1826
MFN2	2183	2023	1823	966	1240	1024	1070	1322	1129	686	1049	815	945	1222	973
RP5-1077B9.5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
MIIP	319	234	256	103	109	131	77	130	156	29	126	107	76	160	101
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL649P	1	0	0	0	3	2	1	0	1	2	3	0	0	1	0
TNFRSF8	6	7	3	8	4	2	4	0	2	12	44	34	26	52	18
RNU6-777P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP89	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	821	753	669	720	737	592	885	803	748	554	879	551	537	740	530
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1118D24.2	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0
SNORA70	31	28	21	20	35	16	19	24	21	26	41	38	38	23	22
VPS13D	936	791	692	453	595	516	603	735	540	474	512	475	619	499	530
AC243836.1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
SNORA59A	4	0	1	1	3	0	1	1	1	0	0	1	1	0	0
RP5-888M10.2	4	1	1	0	0	0	1	1	2	3	0	1	2	1	0
DHRS3	714	623	532	116	52	61	400	186	253	213	316	263	138	193	222
RNU6ATAC18P	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR6730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-474O21.5	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0
AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-474O21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf158	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-845O24.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-845O24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	2	1	3	1	0	0	0	1	0	2	3	0	2	0	0
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-450I1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CH17-409J4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WI2-3308P17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WI2-2994D6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-221M14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-221M14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-221M14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-450I1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-219C24.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-219C24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-219C24.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-597A16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRWD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	111	84	88	74	92	36	25	47	46	399	77	22	31	20	1
RNA5SP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359771.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTA-520D8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA11	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
PRDM2	1609	1495	1343	1164	1577	1229	1348	1492	1451	1347	1381	1218	1559	1434	1154
RNU6-1265P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-344F13.1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP4-704D23.1	2	1	0	1	1	0	2	0	0	0	1	0	0	0	0
KAZN	126	118	111	110	120	110	97	118	85	46	49	52	87	76	73
AL034395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
TBCAP2	3	2	3	4	2	0	6	4	7	0	0	4	6	2	0
TMEM51-AS1	12	14	8	5	0	0	5	4	4	8	5	0	10	22	9
TMEM51	91	69	61	65	45	30	55	38	39	64	76	51	36	101	81
C1orf195	7	8	7	3	2	8	7	7	4	8	6	4	5	7	2
RP1-21O18.3	8	3	4	0	2	1	6	1	2	4	4	2	1	3	4
RP5-903E17.2	1	1	1	0	2	0	1	3	1	1	5	0	2	0	0
FHAD1	7	8	10	6	4	9	2	12	8	15	35	18	20	27	7
RP3-467K16.2	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0
RP3-467K16.7	0	0	0	0	0	0	2	0	0	1	1	0	0	7	0
RP3-467K16.4	0	1	1	7	0	3	3	2	1	13	5	15	6	3	8
EFHD2	42	34	37	28	39	45	37	25	33	146	223	205	256	289	252
CTRC	3	0	0	2	6	2	4	2	2	9	0	0	3	4	3
CELA2A	1	3	0	4	2	0	0	0	0	2	0	1	0	2	2
CELA2B	2	2	0	6	4	2	6	7	1	4	2	2	1	4	3
CASP9	397	339	355	322	305	278	249	303	309	260	297	253	318	405	341
DNAJC16	1236	1043	973	873	1185	942	1049	1104	954	623	758	779	930	948	895
SCARNA21	3	3	8	1	3	3	0	3	0	0	0	4	4	4	6
RP4-680D5.8	0	2	1	0	1	0	1	3	1	0	0	2	2	0	0
AGMAT	12	27	21	10	13	16	17	20	9	19	12	21	25	23	17
RP4-680D5.2	3	6	3	7	4	2	7	8	2	2	2	5	10	1	2
CHCHD2P6	8	3	0	2	6	4	0	2	1	1	2	0	2	4	2
RNU7-179P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RP4-680D5.4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
DDI2	976	911	765	561	616	521	648	631	629	628	649	559	644	715	638
RSC1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-680D5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM2	211	167	169	78	83	67	80	99	100	22	50	63	65	72	51
AL121992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-288I21.1	28	31	35	59	52	44	65	59	55	21	23	13	22	20	14
SLC25A34	33	23	23	37	38	32	40	51	65	2	1	10	10	9	9
RP11-169K16.4	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0
TMEM82	8	7	8	0	0	1	0	0	0	0	0	0	0	0	0
FBLIM1	851	837	732	585	713	628	642	707	825	77	17	19	93	26	7
RP11-169K16.6	0	0	3	2	1	4	7	7	2	0	1	2	0	0	1
UQCRHL	83	58	48	60	65	39	82	55	49	35	54	56	49	40	77
RP11-169K16.8	13	4	7	4	6	5	12	5	8	3	3	3	3	9	12
FLJ37453	92	86	69	106	110	77	104	106	85	52	80	106	100	83	120
SPEN	900	815	769	868	1149	883	994	1107	1067	1042	1105	1054	1299	1374	1137
RP1-134O19.3	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0
ZBTB17	104	107	93	51	35	37	44	56	48	41	42	44	72	62	81
RP11-5P18.1	14	8	4	2	5	3	2	9	2	6	7	3	9	5	4
RP11-5P18.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP11-5P18.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf64	6	10	8	3	3	1	1	2	2	0	0	0	0	0	0
RP11-5P18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB7	2	4	5	4	1	0	0	3	0	4	10	4	0	11	0
CLCNKA	9	0	5	6	3	1	3	5	2	8	3	7	10	17	17
RP11-5P18.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCNKB	10	7	11	4	3	4	16	5	5	4	6	6	10	3	16
FAM131C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EPHA2	501	425	423	309	397	365	351	382	442	29	16	16	21	37	34
RP11-276H7.2	2	4	4	0	1	3	3	1	3	0	0	0	1	2	1
RP11-276H7.3	2	6	2	4	2	2	3	5	3	0	5	1	0	0	0
ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	195	232	191	162	189	141	170	196	191	124	125	100	140	124	97
ANO7P1	1	3	3	2	0	1	3	1	0	14	8	17	9	13	10
RSG1	15	17	11	10	3	7	5	6	5	1	7	16	1	5	5
MT1XP1	7	6	9	11	8	7	13	18	9	16	4	8	15	10	13
FBXO42	735	637	631	374	387	371	411	475	441	412	560	477	604	642	541
SZRD1	1273	1205	1122	681	980	811	625	1048	872	481	1065	822	827	1298	898
RP11-430L17.1	6	3	5	0	1	2	1	1	2	0	1	2	0	3	2
SPATA21	10	9	13	18	29	42	32	33	44	17	14	13	22	13	14
AL358794.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECAP2	5384	4865	4586	2773	3605	2828	2317	3453	3003	1544	2015	1488	2272	2188	1911
RP4-798A10.2	42	27	35	26	39	33	26	23	15	15	16	12	33	24	33
CROCCP3	124	113	109	75	80	80	64	82	88	41	44	50	66	42	47
RNU1-1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1
RP4-798A10.7	1	1	1	2	1	6	3	0	0	3	6	2	1	0	4
RP4-798A10.4	3	1	4	5	1	0	0	1	0	0	0	1	0	0	0
RP5-875O13.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RNU1-6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM231C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-875O13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL355149.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	288	291	271	82	155	134	138	140	129	61	93	58	93	105	81
RP5-1182A14.5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
CROCCP2	105	98	70	40	68	40	60	66	55	28	56	58	81	56	80
MST1P2	11	10	11	9	2	6	3	3	7	0	2	2	0	2	3
RP1-163M9.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM231A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-875O13.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF1AXP1	11	5	9	4	7	5	9	9	5	4	6	5	3	10	14
ESPNP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-163M9.7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP5-1182A14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1182A14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CROCC	25	25	29	16	21	24	18	31	16	0	1	3	10	14	5
CROCCP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	4	6	5	1	0	0	4	0	2	1	0	0	0	3	0
RP11-108M9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-108M9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-108M9.3	4	1	0	2	1	1	2	0	0	0	0	0	2	0	0
RNU1-5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-108M9.4	18	14	17	17	7	14	8	14	5	0	13	12	17	2	9
RP11-108M9.5	3	3	7	2	4	6	5	2	3	1	1	0	3	3	1
RNU1-2	1	0	0	2	2	0	2	1	0	2	1	0	3	0	0
RP11-108M9.6	5	7	4	10	8	4	5	11	9	10	7	5	12	2	11
MFAP2	1155	1111	1036	710	693	518	645	685	583	58	48	66	129	46	68
RP1-37C10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A2	62	63	58	19	16	15	18	18	26	8	19	26	22	40	35
SDHB	1427	1318	1279	1328	1278	1005	1180	1083	1032	1782	3448	2526	3033	2913	3128
PADI2	33	36	27	47	54	43	68	62	43	885	1422	800	1041	1311	887
RP11-380J14.1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1
PADI1	7	6	2	1	0	0	1	0	1	1	0	0	0	2	0
PADI3	0	1	0	0	0	0	0	2	1	0	0	0	0	2	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	1	0	2	4	9	12	10	8	4	3798	1958	1700	3179	1984	1403
AC004824.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI6	0	0	0	0	1	0	0	1	2	0	0	0	0	2	0
RP1-20B21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	1294	1191	1132	981	1118	869	1020	988	846	901	940	961	975	1096	1288
AC004824.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	30	47	52	22	12	12	30	25	35	18	58	19	16	33	10
RP11-473A10.2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AL136529.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	1	0	3	1	1	0	3	23	17	20	9	22
RP11-174G17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	6	6	3	1	3	2	2	3	7	0	0	3	4	0	2
RP11-174G17.3	3	4	2	0	0	0	0	1	4	2	1	0	0	2	3
RP11-174G17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RP11-422P22.1	3	1	1	1	3	1	0	2	2	1	0	1	0	0	1
KLHDC7A	3	1	1	0	0	0	0	0	0	0	0	1	0	1	1
DYNLL1P3	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0
RP1-8B22.2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PAX7	3	2	1	0	0	0	0	0	0	1	0	0	0	0	0
TAS1R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-279N23.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ALDH4A1	241	189	191	87	130	91	88	130	88	20	58	49	49	85	56
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	1	0	2	0	0	0	0	3	0	1	2	1	0	1	1
IFFO2	104	113	112	97	124	107	93	105	109	19	26	26	23	28	28
RP5-1126H10.2	17	8	6	3	3	17	6	5	7	5	5	6	6	6	7
UBR4	4210	3797	3504	1769	2478	1968	2082	2492	2231	2177	1880	2281	2472	2617	2410
RP1-43E13.2	14	19	15	22	11	14	20	12	18	8	3	12	12	4	26
EMC1	3613	3246	3009	2178	2927	2532	2206	2675	2604	1889	2017	1663	1819	1914	1807
MRTO4	1456	1278	1209	1799	1602	1525	1776	1510	1554	1289	1849	1570	1861	1708	2036
AKR7L	6	12	11	23	16	19	26	25	23	2	13	6	2	8	6
AKR7A3	4	0	3	2	2	2	7	0	8	1	1	2	2	3	1
RP4-657E11.10	54	37	28	41	67	48	50	48	47	28	24	26	40	33	34
AKR7A2	130	86	86	80	93	66	94	71	79	30	78	57	77	115	82
RNU6-1099P	5	7	4	2	1	0	2	2	1	0	0	0	1	1	1
PQLC2	101	105	88	34	38	48	25	75	35	27	64	57	46	79	63
CAPZB	5890	5404	4981	4832	5720	4094	4396	5885	4829	3759	4768	4202	5541	4991	4965
RN7SL277P	3	6	9	5	6	13	9	10	15	4	2	2	6	2	6
RNU4-28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1056L3.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MINOS1	373	314	301	290	281	204	226	263	208	257	443	374	503	409	467
MINOS1-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP5-1056L3.3	38	32	25	16	30	25	19	19	28	22	19	15	17	20	36
NBL1	10	8	2	2	1	3	3	2	7	1	1	2	1	2	6
HTR6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO4	78	68	63	29	47	42	48	62	68	82	76	85	79	85	82
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-91K11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD3	226	244	245	254	295	284	329	223	244	205	191	192	295	286	238
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL304P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	197	211	134	423	360	55	25	51	26	24	12	8	80	25	35
PLA2G5	51	50	50	74	50	15	11	17	10	3	1	0	10	0	0
PLA2G2D	1	1	1	0	0	0	1	0	0	3	3	1	1	8	3
PLA2G2F	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0
RP3-340N1.2	1	1	1	3	0	3	4	11	4	4	8	1	6	2	2
PLA2G2C	2	0	1	0	0	3	1	0	2	37	32	27	34	31	15
UBXN10-AS1	9	4	8	16	22	13	8	10	13	7	1	33	53	18	39
UBXN10	21	36	24	33	44	31	38	39	45	216	81	256	494	225	292
RP3-340N1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	5	2	0	0	1	3	10	19	4	0	0	0	0	0	0
RP4-745E8.2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-749H3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2N1	66	72	84	49	59	20	32	18	27	13	4	6	40	4	19
MUL1	1101	1017	900	643	846	618	675	840	755	449	618	435	661	827	509
RPS4XP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM43B	4	0	1	2	1	7	2	3	0	1	0	0	0	0	0
CDA	96	68	61	87	165	147	129	161	167	292	232	267	353	170	220
PINK1	33	27	23	20	15	23	13	15	25	12	9	25	24	20	22
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	90	77	67	75	126	129	78	88	71	44	51	59	49	57	91
DDOST	14127	12562	11831	13881	16054	12052	13886	14509	13236	13069	15371	12965	16982	14065	15757
KIF17	55	61	32	50	35	33	50	47	37	5	7	1	7	3	1
RP5-930J4.5	2	0	1	1	0	4	1	11	2	0	0	0	1	0	0
SH2D5	1	1	2	1	1	1	3	0	2	0	1	0	1	0	0
RP5-930J4.2	0	1	0	2	3	1	1	0	0	0	0	1	0	0	0
HP1BP3	5029	4372	4013	2923	4321	3418	3233	3915	3768	3359	4130	3736	4914	4406	4329
EIF4G3	1959	1756	1526	1379	1629	1248	1621	1494	1463	1123	1224	1190	1506	1379	1271
RNU7-200P	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
MIR1256	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RPS15AP6	38	49	37	40	26	27	42	20	37	24	21	17	30	29	13
RP11-487E1.2	6	2	3	0	1	0	2	1	0	0	2	2	2	1	1
HSPE1P27	6	9	5	10	6	5	5	9	15	16	19	7	15	20	6
ECE1	1743	1603	1430	384	634	521	418	708	556	186	125	144	252	239	145
RP3-329E20.2	12	8	15	7	3	12	8	13	5	8	14	14	30	32	14
RP5-1071N3.1	74	71	62	60	109	88	45	70	104	17	18	18	30	29	22
PPP1R11P1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1
RP11-293F5.8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP11-293F5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF2P	5	3	1	2	3	1	0	3	0	0	0	2	2	3	1
HS6ST1P1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CROCCP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF3	77	48	58	12	12	29	21	26	25	13	8	4	19	9	12
PFN1P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPL	137	135	111	4	5	4	5	13	11	7	0	7	7	4	8
RP11-63N8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AL359815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	12	8	14	0	3	4	2	1	1	18	10	37	45	30	41
USP48	1009	826	848	660	722	472	653	714	587	1214	1024	940	1268	1065	934
U7	10	8	11	8	7	3	3	6	1	5	14	11	8	18	2
RP11-132G19.3	2	3	1	1	1	0	1	3	0	1	2	9	2	1	3
LDLRAD2	3	1	5	1	0	0	3	4	2	0	3	2	1	1	1
HSPG2	645	626	573	289	260	260	365	340	344	58	30	75	117	71	86
RP11-26H16.1	7	1	3	4	2	4	7	6	1	2	1	1	4	8	5
CELA3B	2	1	0	2	1	2	0	0	0	0	0	2	0	0	0
RN7SL386P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1022P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	1	0	0	2	0	0	0	0	4	0	0
RN7SL186P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-776P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-224A6.3	4	4	4	4	10	2	3	5	5	7	6	2	3	3	4
LINC00339	282	211	197	329	338	235	336	327	269	246	402	314	330	343	406
CDC42	8661	7538	6957	11087	13303	10497	11105	10695	9425	10325	10976	9043	14378	10902	13310
CDC42-IT1	19	15	9	16	26	23	12	42	27	28	26	15	21	39	18
RP1-224A6.8	8	5	6	8	14	3	9	6	7	17	9	5	10	6	6
RP1-224A6.9	4	6	2	3	5	4	2	7	13	9	4	5	4	5	4
WNT4	4	2	3	3	3	3	6	6	4	1	4	4	5	3	1
MIR4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-415K20.1	1	1	2	2	0	1	3	0	0	2	1	0	3	0	2
RP11-415K20.2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ZBTB40	1087	959	994	587	913	715	605	935	715	523	767	755	843	720	806
ZBTB40-IT1	2	1	2	0	2	2	1	2	2	1	1	1	2	2	2
EPHA8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL158086.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	1	3	1	2	2	0	507	1200	538	597	1309	473
C1QC	0	0	0	11	4	5	4	5	6	1269	3829	1518	1674	4038	1650
C1QB	0	0	0	8	8	6	7	8	9	1981	4025	1338	1519	3463	1468
EPHB2	117	93	84	52	55	24	57	43	43	54	66	16	45	78	18
MIR4684	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AL611946.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-69E9.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
