gene	inverseRank
GNRH2	-0.82
TACC1	-0.82
WEE1	-0.81
VKORC1	-0.81
USP37	-0.81
VAMP3	-0.81
COA6	-0.81
TAF15	-0.81
TMEM198	-0.81
LTF	-0.81
MYO6	-0.81
CDAN1	-0.81
NDC80	-0.81
LAMTOR3	-0.81
MOCS2	-0.81
OPN1SW	-0.81
ARL1	-0.81
WRAP53	-0.81
C4orf3	-0.81
LCA5L	-0.81
ATG14	-0.81
PLOD1	-0.81
HHIP	-0.81
ERCC6L	-0.81
CBFB	-0.81
DPP3	-0.81
CMKLR1	-0.81
SNX7	-0.81
DTYMK	-0.81
RPS3	-0.80
C12orf65	-0.80
PCDH10	-0.80
GLIPR2	-0.80
CSTB	-0.80
USP16	-0.80
TANGO2	-0.80
DEPDC7	-0.80
ABHD3	-0.80
ARL6	-0.80
RAB42	-0.80
TNFRSF11B	-0.80
TRNAU1AP	-0.80
CDC25C	-0.80
NFE2L1	-0.80
ABR	-0.80
RPF1	-0.80
ZNF587	-0.80
ALG11	-0.80
TRAF3IP1	-0.80
LRR1	-0.80
ZNF267	-0.80
FIBCD1	-0.80
TAF12	-0.80
GCLM	-0.79
EID2B	-0.79
CBLN1	-0.79
RHEBL1	-0.79
ANKRD24	-0.79
UQCRB	-0.79
MIDN	-0.79
TTC38	-0.79
MMADHC	-0.79
RAB5A	-0.79
SUCLG1	-0.79
CDKN1A	-0.79
CDC42EP3	-0.79
MCTS1	-0.78
SLC24A2	-0.78
SSTR1	-0.78
IFI44L	-0.78
C11orf24	-0.78
HSPB8	-0.78
AAMP	-0.78
EMD	-0.78
ABRA	-0.78
VTI1A	-0.78
ACKR3	-0.78
TOX4	-0.78
GSTA4	-0.78
RPS8	-0.78
PTPRE	-0.78
JAKMIP2	-0.78
DDX5	-0.78
RSPH9	-0.78
VPS45	-0.77
COPS4	-0.77
MS4A3	-0.77
CRMP1	-0.77
DNAJC17	-0.77
PIR	-0.77
TWF1	-0.77
CSTF2T	-0.77
PLK4	-0.77
NEDD8	-0.77
POLR2H	-0.77
PSMC4	-0.77
CCDC74A	-0.77
MAD2L1	-0.77
RIT1	-0.77
BUB1	-0.77
PRSS23	-0.77
CTNNBL1	-0.77
HAX1	-0.77
CAMK2N1	-0.77
PCDH17	-0.77
RNF145	-0.77
IL23A	-0.77
TWIST1	-0.76
MRPL33	-0.76
GABRE	-0.76
SENP8	-0.76
ANXA2R	-0.76
CKS2	-0.76
MYH7B	-0.76
COA4	-0.76
MRPL20	-0.76
SCN9A	-0.76
HBE1	-0.76
HYLS1	-0.76
KCNE4	-0.76
ERH	-0.76
CCNC	-0.76
UGCG	-0.76
RHOBTB1	-0.76
AC005702.1	-0.76
TCEAL7	-0.76
TRIM55	-0.76
SPATS2L	-0.75
FAM124B	-0.75
PKD1L1	-0.75
C11orf16	-0.75
POLR2D	-0.75
KCNE5	-0.75
RPS14	-0.75
CYBRD1	-0.75
KNOP1	-0.75
RPL7A	-0.75
RPL10	-0.75
TARDBP	-0.75
COBL	-0.75
RPL39L	-0.75
FLRT2	-0.75
CNIH1	-0.75
ITGAV	-0.75
AMIGO2	-0.75
EGF	-0.75
ANAPC13	-0.75
HAVCR1	-0.74
CCDC126	-0.74
CCND1	-0.74
RNPEP	-0.74
LRP11	-0.74
LCLAT1	-0.74
NCAPD2	-0.74
PDIA6	-0.74
KCTD12	-0.74
STEAP1B	-0.74
RIBC2	-0.74
SLC10A1	-0.74
RIC8A	-0.74
NIPSNAP3A	-0.74
GALNS	-0.74
RCBTB1	-0.74
PHAX	-0.74
CYP1A2	-0.74
KIF1A	-0.73
ETNK2	-0.73
CD99L2	-0.73
ZNF589	-0.73
CTCFL	-0.73
EMC3	-0.73
CENPE	-0.73
RTCB	-0.73
JKAMP	-0.73
AMPD3	-0.73
NFKBID	-0.73
PCDHB10	-0.73
PBX3	-0.73
ADM5	-0.73
RAD54L	-0.73
CEBPD	-0.73
DNAJC7	-0.73
EIF3K	-0.73
PDLIM3	-0.73
MYNN	-0.73
PKP2	-0.73
RWDD2A	-0.73
IFIT3	-0.73
GFRA3	-0.73
PTPRH	-0.73
CLSPN	-0.73
TMBIM6	-0.73
MYL5	-0.73
HECA	-0.73
HTR2A	-0.73
CNN3	-0.73
MED10	-0.73
FAM32A	-0.73
EIF4G2	-0.73
NUBP1	-0.73
YARS2	-0.73
TUBB2A	-0.73
SKA3	-0.73
PRC1	-0.73
SLC35B3	-0.73
TRAFD1	-0.72
PURG	-0.72
POLR2L	-0.72
LRP6	-0.72
BLM	-0.72
NFIL3	-0.72
DENND2A	-0.72
THAP10	-0.72
NCF4	-0.72
MOXD1	-0.72
COG6	-0.72
THUMPD1	-0.72
MOSPD1	-0.72
WDR83OS	-0.72
NSMCE2	-0.72
TMOD2	-0.72
KIFC1	-0.72
MRPS14	-0.72
ZNF626	-0.72
UBE2W	-0.72
PTPN14	-0.72
ASPM	-0.72
NRAS	-0.71
RAN	-0.71
SAMHD1	-0.71
FZD5	-0.71
APLP2	-0.71
MDM1	-0.71
AIMP1	-0.71
MYOF	-0.71
STX2	-0.71
GINS2	-0.71
USF1	-0.71
EHD3	-0.71
DEDD	-0.71
COLEC11	-0.71
CMC2	-0.71
CST1	-0.71
ZNF671	-0.71
AHCY	-0.71
ZNF281	-0.71
NDN	-0.71
TSPYL5	-0.71
C19orf53	-0.71
GEMIN2	-0.71
TRIB2	-0.71
NDUFA5	-0.70
LZTS1	-0.70
RAMP1	-0.70
ERAP1	-0.70
WNT11	-0.70
AGR2	-0.70
PDP1	-0.70
UBE2C	-0.70
MT2A	-0.70
PATL1	-0.70
PDGFA	-0.70
PARPBP	-0.70
TDRKH	-0.70
RAE1	-0.70
GGH	-0.70
ARHGAP18	-0.70
VCL	-0.70
SULT1C4	-0.70
CARD9	-0.70
ZNF773	-0.70
NUF2	-0.70
PABPC3	-0.70
ZNF699	-0.70
VPS28	-0.70
A2M	-0.70
APOD	-0.70
UBE2I	-0.69
NUAK2	-0.69
C9orf135	-0.69
SRR	-0.69
DYNC1I2	-0.69
TMA7	-0.69
PBXIP1	-0.69
PCNP	-0.69
CNTFR	-0.69
ZNF329	-0.69
NDUFB4	-0.69
FBXL3	-0.69
SAXO1	-0.69
RHNO1	-0.69
TIGAR	-0.69
NUDT15	-0.69
TMED2	-0.69
RDH10	-0.69
TLR7	-0.69
DIXDC1	-0.69
EIF3I	-0.69
NRG2	-0.69
COA7	-0.69
CLMP	-0.69
COPS6	-0.69
MRPS23	-0.69
ANKRA2	-0.69
ACOT7	-0.69
TMEM106C	-0.69
BGLAP	-0.69
VN1R1	-0.69
TNS3	-0.69
MSMB	-0.69
BLCAP	-0.69
TMEFF2	-0.69
BCL10	-0.69
C2orf73	-0.68
RNASEH2A	-0.68
ADORA2B	-0.68
CCL2	-0.68
MRPL30	-0.68
NDUFA2	-0.68
PDIA4	-0.68
CRYL1	-0.68
FUBP1	-0.68
GADD45B	-0.68
DHFR	-0.68
PJA1	-0.68
NXPE3	-0.68
LRRC27	-0.68
LEAP2	-0.68
SOX11	-0.68
PRL	-0.68
NTS	-0.68
AIF1	-0.68
RPL35A	-0.68
IFT88	-0.68
RHOU	-0.68
HSBP1	-0.68
TENM4	-0.68
YME1L1	-0.68
EXOSC3	-0.68
ABO	-0.68
VDAC3	-0.67
MTFR1	-0.67
CLIC5	-0.67
PDSS2	-0.67
UCHL1	-0.67
CPNE5	-0.67
PRSS12	-0.67
VIM	-0.67
OAS2	-0.67
FBXL2	-0.67
UPRT	-0.67
KRCC1	-0.67
APMAP	-0.67
RFWD3	-0.67
XAF1	-0.67
PSMD12	-0.67
MAPRE1	-0.67
METTL4	-0.67
YWHAE	-0.67
SPNS3	-0.67
ASB18	-0.67
MAD2L1BP	-0.67
GLRA2	-0.67
C3orf14	-0.67
EIF6	-0.67
ARC	-0.67
TINCR	-0.67
HSPA14	-0.67
NFATC3	-0.67
KLF4	-0.67
MSANTD3	-0.67
BAG3	-0.67
SOX9	-0.67
ATP1A4	-0.67
BNIP3	-0.67
PCDH19	-0.67
SPAG9	-0.67
PCSK5	-0.67
SERTAD3	-0.66
BEX4	-0.66
FOXRED2	-0.66
PTCHD1	-0.66
PLA2G12B	-0.66
SMC2	-0.66
METTL5	-0.66
NAV2	-0.66
ECH1	-0.66
HNRNPH2	-0.66
MRPS21	-0.66
CGRRF1	-0.66
FDPS	-0.66
DYNLT3	-0.66
CDH3	-0.66
IGFBP1	-0.66
AP3S2	-0.66
HPRT1	-0.66
ERGIC2	-0.66
F2RL3	-0.66
MAT2B	-0.66
GPR4	-0.66
CPNE8	-0.66
ROBO1	-0.66
DACH2	-0.66
FGF14	-0.66
PEX11B	-0.66
INTS12	-0.66
AFF4	-0.66
XAGE2	-0.65
ASH2L	-0.65
RNF168	-0.65
MTIF3	-0.65
TLE4	-0.65
ANKRD65	-0.65
POLR3K	-0.65
HINT1	-0.65
MSRB1	-0.65
AGO4	-0.65
GMPR	-0.65
ISLR	-0.65
ADCYAP1R1	-0.65
HYAL4	-0.65
MED4	-0.65
METTL6	-0.65
SEMA5A	-0.65
GPSM2	-0.65
RNFT1	-0.65
AGL	-0.65
RAP2B	-0.65
PRKAR1A	-0.65
ZNF182	-0.65
CDC20	-0.65
SWAP70	-0.65
DTX3L	-0.65
PEAK1	-0.65
TSTD2	-0.65
RSL24D1	-0.65
FAS	-0.65
MAGEB1	-0.65
ADAL	-0.65
SLA	-0.65
RBM24	-0.65
SAMD9L	-0.65
PSMB5	-0.65
GNPNAT1	-0.65
CHRM3	-0.65
EXOC3L1	-0.65
MRPL18	-0.65
MGMT	-0.64
UBB	-0.64
SMC1A	-0.64
MAGEH1	-0.64
MRPL42	-0.64
GABARAPL2	-0.64
SNRNP27	-0.64
GADD45A	-0.64
HSP90B1	-0.64
CWC15	-0.64
HSP90AA1	-0.64
RAD18	-0.64
PCDHAC2	-0.64
CD36	-0.64
RNASE6	-0.64
AARSD1	-0.64
PTPRN	-0.64
SMC5	-0.64
VRK1	-0.64
RPL11	-0.64
TRIP4	-0.64
SLC25A4	-0.64
SEC31A	-0.64
VDR	-0.64
PRSS51	-0.64
TRIM24	-0.64
YPEL4	-0.64
ZNF567	-0.64
SERINC3	-0.64
ELOVL1	-0.64
ACOX1	-0.64
DNAJC3	-0.63
CLEC12A	-0.63
TRIP13	-0.63
NIT1	-0.63
BHLHE41	-0.63
RBM8A	-0.63
SEC14L2	-0.63
PDIA3	-0.63
SEPTIN10	-0.63
ZBED8	-0.63
KCTD10	-0.63
AKTIP	-0.63
WBP1L	-0.63
HDDC3	-0.63
CTBS	-0.63
TMEM233	-0.63
BUD31	-0.63
SNTG1	-0.63
SOX6	-0.63
FH	-0.63
ODF3L1	-0.63
CIB1	-0.63
GALNT8	-0.63
TRAPPC2L	-0.63
PHEX	-0.63
RBM23	-0.63
MAGOHB	-0.62
PNPLA8	-0.62
ALDH9A1	-0.62
ADARB1	-0.62
MAGOH	-0.62
SHISA6	-0.62
C3orf62	-0.62
MMAB	-0.62
COMMD8	-0.62
ARRDC3	-0.62
N4BP3	-0.62
POLR3GL	-0.62
TEX264	-0.62
MRPS33	-0.62
SGPL1	-0.62
ARMCX2	-0.62
METAP1	-0.62
GALM	-0.62
TBX6	-0.62
AMOT	-0.62
ST3GAL6	-0.62
PGK1	-0.62
PAPSS2	-0.61
VAT1L	-0.61
NOG	-0.61
RPL13A	-0.61
HESX1	-0.61
TRAPPC2B	-0.61
UQCRQ	-0.61
KCNJ15	-0.61
PLK1	-0.61
CFAP97	-0.61
RPP25L	-0.61
ECT2	-0.61
LIG4	-0.61
TRIM69	-0.61
CHST11	-0.61
ACAD8	-0.61
NUDCD2	-0.61
FER1L5	-0.61
GTF2E1	-0.61
HMGCL	-0.61
LDB2	-0.61
GINS4	-0.61
CWF19L1	-0.61
GMFB	-0.61
ARMCX1	-0.61
DNAJB5	-0.61
PCDHGC3	-0.61
RNF7	-0.61
SAG	-0.61
SYPL1	-0.61
ACTN3	-0.61
SERPINI2	-0.61
SLC25A45	-0.61
TIPARP	-0.61
BVES	-0.61
VLDLR	-0.61
RPS12	-0.61
GULP1	-0.61
EDF1	-0.60
TTC33	-0.60
ZNF582	-0.60
SLC22A14	-0.60
RPL12	-0.60
TNFAIP8L3	-0.60
TSG101	-0.60
LIN52	-0.60
TRPS1	-0.60
SKAP1	-0.60
ATP6V1E1	-0.60
AP2M1	-0.60
ZNF846	-0.60
BAK1	-0.60
MBIP	-0.60
RPL18A	-0.60
PGBD1	-0.60
COIL	-0.60
ART4	-0.60
GCOM1	-0.60
TRAPPC4	-0.60
GIMAP2	-0.60
AMMECR1	-0.60
CDH18	-0.60
PTGFRN	-0.60
CDC42EP1	-0.60
PKIA	-0.60
LMNB1	-0.60
BMPER	-0.60
SPRYD7	-0.60
SMPDL3A	-0.60
OSBPL10	-0.60
ARHGAP29	-0.60
LYG1	-0.60
F2RL2	-0.60
ISM2	-0.60
HARBI1	-0.60
YIPF1	-0.60
ETS2	-0.60
SALL1	-0.60
C9orf78	-0.60
MRPL39	-0.60
INAFM1	-0.60
SUCLA2	-0.59
LSM14A	-0.59
LSM6	-0.59
TREM1	-0.59
TTC9C	-0.59
NRSN2	-0.59
HTRA1	-0.59
SLC12A8	-0.59
PARP16	-0.59
MITD1	-0.59
FAM71F1	-0.59
RFX4	-0.59
RPLP0	-0.59
KLHL1	-0.59
COX6B1	-0.59
OLFML2B	-0.59
PPFIBP2	-0.59
DCP1A	-0.59
MTO1	-0.59
AJAP1	-0.59
TPST1	-0.59
EXO1	-0.59
NARF	-0.59
MYRF	-0.59
NRBP2	-0.59
KCNJ2	-0.59
B2M	-0.59
GJB7	-0.59
PHF19	-0.59
TIMMDC1	-0.59
WIPF2	-0.59
PHLDB1	-0.58
RASD1	-0.58
KCTD11	-0.58
ZEB2	-0.58
ITPKC	-0.58
ZNF808	-0.58
RAB35	-0.58
NRBF2	-0.58
GABRG2	-0.58
EMC7	-0.58
SRP72	-0.58
APOC3	-0.58
SERPINF1	-0.58
CHMP4B	-0.58
GATC	-0.58
MYO10	-0.58
NUDT1	-0.58
OXA1L	-0.58
MED27	-0.58
APOBEC3H	-0.58
GRTP1	-0.58
C2orf76	-0.58
FGD6	-0.58
AK7	-0.58
ZNF585A	-0.58
SLC44A1	-0.58
KAT7	-0.58
RND3	-0.58
EPS8	-0.58
BPNT1	-0.58
TYMS	-0.58
TRMT61B	-0.58
MRPS22	-0.58
WDR53	-0.58
CMTR1	-0.58
SGPP1	-0.58
LURAP1L	-0.58
SDCBP	-0.58
TMEM169	-0.58
RPS4X	-0.58
ADAM10	-0.57
QRFPR	-0.57
COL11A2	-0.57
HOXB13	-0.57
KLF6	-0.57
POU4F1	-0.57
SUN3	-0.57
C1GALT1C1	-0.57
ANKRD13C	-0.57
FBLN7	-0.57
BNIP3L	-0.57
IL11	-0.57
RPS16	-0.57
HERPUD1	-0.57
TRMT10C	-0.57
ETFB	-0.57
TRPM4	-0.57
UBXN8	-0.57
KRT10	-0.57
UBE2D3	-0.57
MTFR2	-0.57
SP100	-0.57
ANG	-0.57
XPNPEP3	-0.57
AGA	-0.57
FKBP9	-0.57
CYP2A6	-0.57
ISG15	-0.57
RPAP1	-0.56
FAM120B	-0.56
FBXO3	-0.56
PMAIP1	-0.56
DDX1	-0.56
SPCS2	-0.56
FLI1	-0.56
PTGS1	-0.56
GRIA3	-0.56
RAB5B	-0.56
GLIPR1L2	-0.56
MCPH1	-0.56
CEP19	-0.56
MYL4	-0.56
VRK2	-0.56
NFATC2IP	-0.56
LIMCH1	-0.56
SLC16A4	-0.56
PCDHGA4	-0.56
MYO1A	-0.56
THOC7	-0.56
PDP2	-0.56
PSMA3	-0.56
SUGT1	-0.56
CHEK1	-0.56
OLFML1	-0.56
TAMM41	-0.56
ZNF529	-0.56
SYT11	-0.56
TPX2	-0.56
ORC2	-0.56
ACTR6	-0.56
C14orf39	-0.56
BBS2	-0.56
CMTM2	-0.56
TOP3A	-0.56
ZNF546	-0.56
ADD3	-0.56
PCNA	-0.56
MRPL50	-0.55
ADAMTS8	-0.55
HIBADH	-0.55
ENY2	-0.55
SRD5A3	-0.55
EVI5	-0.55
ABHD17B	-0.55
TIMP3	-0.55
C17orf99	-0.55
MED21	-0.55
MDC1	-0.55
FAF2	-0.55
PHB	-0.55
SYNGR4	-0.55
SH3BGRL	-0.55
MORN2	-0.55
HMGN2	-0.55
ZNF91	-0.55
EGFL6	-0.55
PCDHB5	-0.55
ACRV1	-0.55
ADAMTS17	-0.55
ELL3	-0.55
FAM71D	-0.55
TMEM176B	-0.55
C16orf72	-0.55
LIMA1	-0.55
CLEC1A	-0.55
TUBB4B	-0.55
KRR1	-0.55
ACRBP	-0.55
RBM7	-0.55
SPPL2A	-0.55
MRPL49	-0.55
ITGA11	-0.55
F2RL1	-0.55
FMN2	-0.55
PIF1	-0.55
PRDX6	-0.54
SLC35B1	-0.54
TMEM254	-0.54
GLB1L	-0.54
BNIP2	-0.54
CLCN4	-0.54
TSLP	-0.54
PAIP2	-0.54
L3HYPDH	-0.54
PNRC2	-0.54
TPMT	-0.54
TLR1	-0.54
TBX15	-0.54
PNMA2	-0.54
ZNF674	-0.54
RAET1G	-0.54
LYPLAL1	-0.54
KLHL10	-0.54
PTH1R	-0.54
DACT3	-0.54
CEP44	-0.54
ASF1B	-0.54
UFL1	-0.54
DNTTIP2	-0.54
SNAPIN	-0.54
REN	-0.54
TSNAX	-0.54
BTF3	-0.54
GSTM5	-0.54
TRIM65	-0.54
PIFO	-0.54
CD248	-0.54
SERPINC1	-0.54
BRIX1	-0.54
EMC1	-0.54
ZXDB	-0.54
EMB	-0.54
TRIM22	-0.54
FNDC4	-0.54
DENND4C	-0.54
RBBP9	-0.54
COMMD6	-0.54
KNTC1	-0.54
C12orf29	-0.54
ZNF835	-0.54
CSE1L	-0.54
TMEM14C	-0.54
WDR54	-0.54
RCC2	-0.54
SLC38A2	-0.53
INHBE	-0.53
TMEM159	-0.53
SNRNP48	-0.53
ALDH1A1	-0.53
MIA	-0.53
UBE2B	-0.53
SNX1	-0.53
LTK	-0.53
CYLD	-0.53
FKBP1A	-0.53
RNF208	-0.53
SH3RF3	-0.53
C6orf58	-0.53
CACYBP	-0.53
MRPS18A	-0.53
ACVR2A	-0.53
SMIM5	-0.53
LRP1B	-0.53
PITPNB	-0.53
PHYHD1	-0.53
TMEM11	-0.53
RPLP2	-0.53
MKLN1	-0.53
CCDC90B	-0.53
REPS2	-0.53
SAP30BP	-0.53
NOL3	-0.53
ADAMTS10	-0.53
EXOC7	-0.53
SERTM1	-0.53
EMILIN1	-0.53
CHCHD7	-0.53
TSPAN13	-0.53
RPS7	-0.53
P2RX4	-0.53
POP7	-0.53
SOST	-0.53
ARID5B	-0.53
SEC13	-0.53
PLAU	-0.53
LRRC58	-0.53
UBXN2A	-0.53
ABCC12	-0.53
RPL30	-0.52
DYNLRB1	-0.52
VIPAS39	-0.52
TNFAIP1	-0.52
HAUS8	-0.52
KLHL4	-0.52
STX5	-0.52
SNRPB2	-0.52
KCP	-0.52
AP3M1	-0.52
UQCRH	-0.52
PTS	-0.52
BLOC1S1	-0.52
ZNF230	-0.52
ALDH3B1	-0.52
SLC38A6	-0.52
EXOSC1	-0.52
PSG2	-0.52
FUCA1	-0.52
TCAF1	-0.52
IRF2BP2	-0.52
SEC22A	-0.52
ACAT2	-0.52
SLC35G1	-0.52
TALDO1	-0.52
GPR107	-0.52
SAR1B	-0.52
POLR2J	-0.52
GLB1	-0.52
PLEKHA1	-0.52
TXNDC12	-0.52
HNMT	-0.52
ARFIP1	-0.52
TSPAN5	-0.52
TMSB10	-0.52
OTULIN	-0.52
SEC22B	-0.52
EMP3	-0.52
PRPF4	-0.52
BATF3	-0.52
WNK4	-0.52
KCTD21	-0.52
C1GALT1	-0.52
LAMA2	-0.52
TOMM7	-0.52
ATXN1	-0.52
E2F7	-0.52
CD34	-0.52
LEO1	-0.52
ADGRL4	-0.52
SH2D1A	-0.52
POLI	-0.52
COX8A	-0.51
POLB	-0.51
TBC1D23	-0.51
CELA3B	-0.51
CLEC1B	-0.51
MOGAT2	-0.51
GALT	-0.51
CYTIP	-0.51
NREP	-0.51
LGI2	-0.51
RECQL5	-0.51
STIL	-0.51
F2	-0.51
RNF157	-0.51
FMO2	-0.51
CAMK2D	-0.51
FAM126B	-0.51
SERPINI1	-0.51
AFMID	-0.51
VSIG10L	-0.51
COMMD4	-0.51
DRAM2	-0.51
ITPRIP	-0.51
RPS5	-0.51
NEK2	-0.51
PTPRK	-0.51
CXCR3	-0.51
NPTX2	-0.51
WSCD2	-0.51
ZNF660	-0.51
GOLGA3	-0.51
SLC17A8	-0.51
PHF24	-0.51
PROSER3	-0.51
ECD	-0.51
ITGA8	-0.51
CDH26	-0.51
GSS	-0.51
YBX1	-0.51
FMOD	-0.51
BANF1	-0.51
OR8D1	-0.51
S100A13	-0.51
ALDOC	-0.51
KLHDC2	-0.51
ZNF382	-0.51
APH1B	-0.51
ING4	-0.50
ACOT13	-0.50
CLIP4	-0.50
SLC40A1	-0.50
SLIT2	-0.50
PWP1	-0.50
RNF141	-0.50
SLC35A4	-0.50
DDOST	-0.50
MCAM	-0.50
CYP17A1	-0.50
TNFRSF8	-0.50
RDH11	-0.50
PLXDC1	-0.50
DDX39A	-0.50
SMIM7	-0.50
EZH2	-0.50
RCVRN	-0.50
LDHD	-0.50
ZNF836	-0.50
BTBD8	-0.50
SIRT4	-0.50
LRP1	-0.50
CDH20	-0.50
GJD4	-0.50
NYAP2	-0.50
EHHADH	-0.50
DEPDC5	-0.50
PRG2	-0.50
RNGTT	-0.50
GSTA2	-0.50
SMAD1	-0.50
SH3RF2	-0.50
LIPA	-0.49
NUDT5	-0.49
TXNDC17	-0.49
CD79B	-0.49
CR1L	-0.49
ARHGAP1	-0.49
RASGRP4	-0.49
SLC2A14	-0.49
GIMAP6	-0.49
MTRNR2L4	-0.49
ATP2B1	-0.49
POLD3	-0.49
SMCO3	-0.49
MNAT1	-0.49
MID1	-0.49
FBXO17	-0.49
REXO1	-0.49
SCNN1A	-0.49
SEC24C	-0.49
PDE6C	-0.49
ITGA4	-0.49
SCARA5	-0.49
MAPK1IP1L	-0.49
TMEM101	-0.49
PROK1	-0.49
NFX1	-0.49
WLS	-0.49
C3orf52	-0.49
BAIAP2L1	-0.49
ZNF28	-0.49
HMOX1	-0.49
VPS33A	-0.49
CCDC63	-0.49
TRA2B	-0.49
CHD9	-0.49
TNFRSF14	-0.49
NOS2	-0.49
ZNF17	-0.49
LRRCC1	-0.49
TDP2	-0.49
MAGEB17	-0.49
PRLR	-0.49
CDC123	-0.49
MISP	-0.49
NEURL3	-0.49
PHYHIP	-0.49
DBT	-0.49
ARMCX6	-0.48
FCGR2A	-0.48
LLGL2	-0.48
TANK	-0.48
HAUS7	-0.48
CAMK2A	-0.48
METTL18	-0.48
B3GALT2	-0.48
TAF1D	-0.48
PLAC1	-0.48
PDHA1	-0.48
ABHD11	-0.48
SIRT2	-0.48
KIT	-0.48
IL10RB	-0.48
TCHH	-0.48
ELK3	-0.48
BCO2	-0.48
DLD	-0.48
RAB11A	-0.48
ELMO2	-0.48
COL10A1	-0.48
PROKR1	-0.48
XPNPEP2	-0.48
CCDC170	-0.48
B4GALT4	-0.48
POP5	-0.48
TSTD3	-0.48
NOP10	-0.48
ENTPD5	-0.48
SYT1	-0.48
CRLS1	-0.48
BIRC2	-0.48
ENDOD1	-0.48
ADD1	-0.48
RPL37	-0.48
PSMB7	-0.48
PPM1M	-0.48
PRIM1	-0.48
LMAN2L	-0.48
PPID	-0.48
DDX27	-0.48
ARL4C	-0.48
SCUBE3	-0.48
L1TD1	-0.48
USP42	-0.48
STON2	-0.48
LPIN3	-0.48
SF3B6	-0.48
HSD17B6	-0.48
EXOSC10	-0.48
CNDP2	-0.48
DTWD2	-0.48
MFAP1	-0.48
TBX22	-0.47
PTP4A2	-0.47
GNB4	-0.47
MKI67	-0.47
RIT2	-0.47
PTGER4	-0.47
SMOX	-0.47
VPS35	-0.47
LCAT	-0.47
ADGRE3	-0.47
NANOGP8	-0.47
ELF2	-0.47
PTGR1	-0.47
RGS1	-0.47
VSIG1	-0.47
DDX50	-0.47
GDF6	-0.47
AGT	-0.47
SBDS	-0.47
MOB3B	-0.47
SULT1E1	-0.47
STAM	-0.47
CHPF2	-0.47
ZNF713	-0.47
THAP1	-0.47
TNNC1	-0.47
MRTO4	-0.47
PRDM8	-0.47
MRPS5	-0.47
WDR31	-0.47
TBX5	-0.47
IRF2	-0.47
PHTF2	-0.47
ZCCHC9	-0.47
CST4	-0.47
CAT	-0.47
C12orf75	-0.47
CCDC18	-0.47
ITIH2	-0.47
HMGA2	-0.47
C5orf34	-0.47
RABAC1	-0.47
MSMO1	-0.47
SEMA3G	-0.47
TMEM31	-0.47
BHLHB9	-0.46
ACTA1	-0.46
KIF25	-0.46
ZNF75A	-0.46
TMEM221	-0.46
FAM162A	-0.46
IFT52	-0.46
OMA1	-0.46
SCP2	-0.46
PTPRD	-0.46
SENP5	-0.46
PDLIM2	-0.46
MATK	-0.46
AHRR	-0.46
LRRC69	-0.46
ABCC8	-0.46
ZC3H13	-0.46
NPL	-0.46
TRNT1	-0.46
KLB	-0.46
RBM47	-0.46
MOB3A	-0.46
UBQLN3	-0.46
PSMA2	-0.46
STX8	-0.46
ERP44	-0.46
S100A3	-0.46
NXPH2	-0.46
MLPH	-0.46
ADM2	-0.46
DOCK4	-0.46
GIMAP7	-0.46
WT1	-0.46
COX7A2L	-0.46
GIMAP8	-0.46
B3GNT5	-0.46
URM1	-0.46
MTX1	-0.46
ST6GALNAC5	-0.46
GSTP1	-0.46
RPL37A	-0.46
WNK2	-0.46
SEPTIN5	-0.46
RHBG	-0.46
ZNF565	-0.46
C1orf74	-0.46
ZNF585B	-0.46
ZNF223	-0.46
UNK	-0.46
RALYL	-0.46
FRY	-0.46
CENPO	-0.46
CDX4	-0.46
MED8	-0.46
VGLL1	-0.46
METTL17	-0.46
MAP10	-0.46
C2CD2L	-0.46
ZNF665	-0.46
IMPA2	-0.45
PCDH11Y	-0.45
VCAM1	-0.45
TOMM22	-0.45
FABP7	-0.45
MOB4	-0.45
GNL1	-0.45
GNB1	-0.45
TM4SF4	-0.45
NOS1AP	-0.45
C16orf95	-0.45
NPR1	-0.45
TSN	-0.45
PLGRKT	-0.45
NDUFA3	-0.45
PRR13	-0.45
CALCRL	-0.45
CRCP	-0.45
VNN1	-0.45
PRPF18	-0.45
BCL7B	-0.45
C11orf65	-0.45
XIRP2	-0.45
BORA	-0.45
COX7C	-0.45
DPF2	-0.45
DNAJA1	-0.45
KDM2B	-0.45
GPR68	-0.45
CAPZA2	-0.45
IDO2	-0.45
EGR2	-0.45
EBP	-0.45
SESN3	-0.45
TP53INP2	-0.45
ACTR1A	-0.45
NECAP1	-0.45
TMEM212	-0.45
BECN1	-0.45
SKA1	-0.45
PPP1R3C	-0.45
TXLNB	-0.45
GAR1	-0.45
AMZ2	-0.45
NRM	-0.45
CCDC74B	-0.45
PHYHIPL	-0.44
CLASRP	-0.44
HTATSF1	-0.44
MCL1	-0.44
PLXNA4	-0.44
ST3GAL5	-0.44
TSTD1	-0.44
ALG5	-0.44
RER1	-0.44
PCDHGA3	-0.44
RPL29	-0.44
METTL2B	-0.44
CEP295	-0.44
DCPS	-0.44
CCDC121	-0.44
ZNF816	-0.44
STAM2	-0.44
HEG1	-0.44
FLCN	-0.44
GCNT4	-0.44
LRTM1	-0.44
AKAP8	-0.44
TBX21	-0.44
KRT18	-0.44
MRPS18C	-0.44
NINL	-0.44
PRRG1	-0.44
TRAPPC13	-0.44
CIITA	-0.44
C16orf91	-0.44
