gene	IWP	HED	HER	CD184
AGPAT3	-1.325731061	-2.809234255	-2.66306337	-1.325599467
AGPAT4	2.841177479	2.87762942	2.819772838	3.135513091
AGPAT5	3.657220162	3.981205947	4.070869832	4.300713436
AGPS	2.34710293	2.279686144	2.411283871	2.509186079
AGR2	-5.321238588	-2.698493163	-3.705233058	-0.300183945
AGR3	NA	-4.709054111	-4.831007037	-4.264040006
AGRN	-1.507249876	-1.991339371	-1.692314888	-0.492126518
AGRP	-2.129244544	NA	-3.643564275	-2.51028926
AGT	2.942319876	-1.090999988	-1.821687619	2.543900062
AGTPBP1	3.186647719	2.694733087	2.841851819	3.43662666
AGTR1	-6.119462237	-2.519854395	-1.69634606	-3.548502584
AGTR2	NA	-3.154226994	-2.294121802	-1.384410908
AGTRAP	5.095843511	5.143476933	5.087015178	4.464687155
AGXT	-7.945407035	NA	NA	NA
AGXT2	-1.253420812	-5.770563314	-6.014502678	-2.44616889
AHCTF1	0.935558191	1.324085325	1.502624782	1.35279922
AHCY	6.611277459	7.165595017	7.093616456	6.679367338
AHCYL1	3.783106956	3.75508509	3.761322821	3.907964083
AHCYL2	1.032715953	1.037815841	1.345980513	1.652708451
AHDC1	-0.023003164	-0.320706373	-0.321290334	-0.764500539
AHI1	1.923721148	2.499572446	2.691910351	1.915472714
AHNAK	2.488313164	1.471987612	1.203834416	3.624668714
AHNAK2	-3.275681603	-5.062853403	-5.515425896	-5.76014648
AHR	0.193791043	0.589636237	0.452504013	1.575035072
AHRR	-1.789363698	-1.576890736	-2.000992237	0.144535491
AHSA1	4.672531733	4.810592556	4.731573381	4.582308196
AHSG	2.58590406	-1.835991702	-3.696674229	3.134647504
AHSP	-4.005985298	-1.402736144	-2.049888072	NA
AICDA	-4.683959933	-1.956876522	-1.183956794	-4.63607424
AIDA	-0.034641431	-0.398602702	-0.388521045	-0.266896125
AIF1	2.73300238	3.41761267	3.152333927	1.035725537
AIF1L	3.622590248	3.705474819	3.788735621	3.425251966
AIFM1	5.268487336	5.159400789	5.192267306	4.881063892
AIFM2	-0.765646214	-1.100215538	-1.048360762	-1.003693053
AIFM3	-3.886384334	-4.386968021	-4.156649763	-5.067911363
AIG1	2.260215042	3.170136772	3.235649326	2.570490949
AIM2	2.318106896	2.619956886	2.469820827	1.582667133
AIMP1	4.628996178	4.995819296	4.894711303	4.081618471
AIMP2	4.851934684	4.817870371	4.877248095	4.164072965
AIP	4.468431442	4.342027647	4.316619841	4.706843272
AIPL1	NA	NA	-7.620679514	-7.404973881
AIRE	-5.188334211	-5.30921039	NA	-6.289191411
AJAP1	-9.520547958	-5.971581231	-9.372669521	-5.044729406
AJUBA	0.172914438	-0.502706037	-1.244284375	-0.191823819
AK1	1.44106938	0.621740618	0.547010988	2.267856375
AK2	4.448275609	4.347230735	4.329282239	4.415711791
AK3	2.466872321	2.538629984	2.739090102	3.077824054
AK4	3.159373812	2.117816568	2.318646217	3.168104219
AK5	-3.671342684	-2.563248601	-2.930786148	-2.953626075
AK6	2.06149097	2.707240635	2.569497866	1.943574813
AK7	-1.315511962	-0.750756013	-1.165502955	-1.946602118
AK8	-0.999764446	-0.729881472	-0.797620096	-1.914574596
AK9	0.601666825	0.848478045	0.993661294	0.730207219
AKAP1	2.297130507	1.698696504	1.881619423	1.501553849
AKAP10	3.154227331	2.860467091	2.846652994	3.173180146
AKAP11	1.323702156	2.074109101	2.323821827	1.507593797
AKAP12	4.754934424	4.511087098	4.262451555	5.045270008
AKAP13	4.128890729	3.885722957	3.754892172	4.657032843
AKAP14	-5.281031522	NA	-3.573192428	-4.27642373
AKAP17A	NA	NA	NA	NA
AKAP3	-0.909625928	-0.805500455	-1.197641148	-1.39593319
AKAP4	-3.684134605	-3.48402244	-6.344839844	-2.06006101
AKAP5	-1.660821787	-1.189250422	-1.100829052	-1.906835396
AKAP6	-3.18575202	-3.668115283	-3.21974147	-2.8681558
AKAP7	0.845223275	1.660601719	1.576531713	0.601272922
AKAP8	1.856398519	2.709613283	2.587794878	2.228481183
AKAP8L	0.05157369	1.13489126	1.280443064	0.444095904
AKAP9	3.147648666	3.910038545	4.038618128	3.637130168
AKIP1	3.115082095	2.436250315	2.511988797	3.073571742
AKIRIN1	3.482805994	4.157176489	4.167395105	3.870419523
AKIRIN2	2.866763126	2.988409337	3.2091889	3.556215439
AKNA	-1.075326903	-1.007632801	-1.269642708	-0.999013738
AKNAD1	-4.938955145	-4.019115523	-4.280746427	-4.216983901
AKR1A1	6.363263035	6.628347624	6.639829668	6.478425945
AKR1B1	5.803656988	5.932789195	5.906455671	5.700399099
AKR1B10	1.142710147	-6.297329346	-6.42849983	-2.029378195
AKR1B15	-2.381388246	-2.154014422	-2.311343034	-0.729397557
AKR1C1	-0.578747063	-0.960902494	-1.595012589	-3.035694539
AKR1C2	-1.980734357	-2.019951213	-2.283455813	-3.961073041
AKR1C3	3.304572177	1.801585941	1.519124327	-0.259013508
AKR1C4	-1.083000972	-2.92576417	-3.164174435	-5.720318929
AKR1C8P	-2.262627876	NA	NA	-5.097511117
AKR1D1	2.947481606	-4.751132034	-4.925799777	0.169841817
AKR1E2	-0.311206367	0.816048224	0.641197181	0.192407789
AKR7A2	1.478862201	1.443840147	1.44341197	1.395544134
AKR7A3	-3.901192075	-3.797186606	-2.488896663	-2.699888407
AKT1	0.125636249	-0.497002503	-0.212838223	0.553967063
AKT1S1	-0.243094374	-0.72561058	-0.446061993	-0.092851075
AKT2	-0.245863459	-0.377190979	-0.207595075	0.019238044
AKT3	-3.554711603	-4.035254673	-3.873514965	-3.458902539
AKTIP	1.51708672	1.517471442	1.306929482	1.990549997
AL031777.2	NA	NA	NA	NA
AL121594.1	NA	-1.068011366	-2.158892588	-2.303751233
AL121753.1	NA	NA	NA	NA
AL160269.1	NA	NA	NA	NA
AL365232.1	NA	NA	NA	NA
AL391650.1	NA	NA	NA	NA
AL512428.1	NA	NA	NA	NA
AL589987.1	NA	NA	NA	NA
AL645922.1	NA	NA	NA	NA
AL713999.1	NA	NA	NA	NA
ALAD	3.349837954	2.635574508	2.698598209	3.563703654
ALAS1	5.326976816	5.209946134	5.204045825	5.437622062
ALAS2	3.015923056	-0.293072073	-0.259577612	-2.219284934
ALB	0.842446778	-3.457004366	-3.737817073	-1.438472488
ALCAM	0.668583614	0.16725464	-1.498703713	-0.375332234
ALDH16A1	0.924881442	1.008702497	1.152083614	0.278653582
ALDH18A1	5.840083367	5.292368527	5.380808365	5.558971358
ALDH1A1	2.846390811	-2.866888505	-4.144466824	0.44170097
ALDH1A2	-1.172881801	2.487100377	1.585267933	0.494920094
ALDH1A3	-3.429343	-5.600881131	-7.210910839	-7.312799399
ALDH1B1	4.230872639	3.736924228	3.782865558	3.610065436
ALDH1L1	-2.502328006	-4.988058072	-7.890070371	-4.618099536
ALDH1L2	-3.084722986	-2.694895772	-3.665491554	-2.769344098
ALDH2	2.873414611	1.947260213	2.062127781	1.987068311
ALDH3A1	-3.157006932	-2.839543869	-3.250178908	-3.047614142
ALDH3A2	2.376843147	1.830702357	1.872279726	2.07953211
ALDH3B1	-4.125163246	-4.218419905	-5.608005403	-4.23846231
ALDH3B2	NA	NA	-7.319865502	NA
ALDH4A1	1.477596334	0.753158869	0.703581627	1.290413623
ALDH5A1	0.136649939	0.611472533	0.804780908	0.243380228
ALDH6A1	3.893548519	3.75383058	3.790899218	3.033213186
ALDH7A1	4.14255163	4.617414193	4.609231828	4.04106224
ALDH8A1	-2.681112228	-1.689002763	-1.813612191	-1.240405475
ALDH9A1	6.474260408	6.468637413	6.3989077	6.402872483
ALDOA	8.532592627	9.293129503	9.27869164	8.936843852
ALDOB	-4.442862164	-4.944422713	-3.863265173	-2.749213171
ALDOC	4.075269456	4.542887246	4.445048588	4.33838728
ALG1	1.460334583	0.58786439	0.644273514	1.306327841
ALG10	-0.710092884	0.279673627	0.1747665	-1.487561938
ALG10B	-1.205020632	-0.666418758	-0.717099359	-1.206631416
ALG11	2.291285192	2.730032329	2.570468976	2.624966148
ALG12	1.533880638	0.808721696	0.868976096	1.57931634
ALG13	2.230827268	2.555511652	2.549116793	2.466748044
ALG14	0.997212169	1.343948316	1.238424985	0.835251062
ALG1L	-1.513536982	-1.150996564	-0.907329	-3.699256837
ALG1L2	-0.525607505	-1.330021408	-1.245520958	-0.683186251
ALG2	1.667762996	1.054198753	1.152323122	2.08309508
ALG3	4.608873655	4.516221412	4.706941902	4.440349039
ALG5	4.928786844	5.271496177	5.200606229	4.847377929
ALG6	3.434889519	4.111895759	4.153082956	3.230469785
ALG8	4.864750565	5.304297617	5.331928464	4.255805449
ALG9	1.298507575	1.135859525	1.069647774	1.157646596
ALK	-3.418133605	-6.103247774	-8.410153887	-4.722223233
ALKBH1	3.640616357	3.717774987	3.717623835	3.393383649
ALKBH2	3.105647569	3.210067085	3.339220739	2.486428576
ALKBH3	3.397922073	3.158241132	3.250557942	3.53718742
ALKBH4	1.40105536	0.638684289	0.549410004	0.890498286
ALKBH5	2.733603933	3.006343423	2.977556485	2.663461067
ALKBH6	-3.849808592	-3.244418862	-3.879444489	-3.224204886
ALKBH7	3.653501105	2.543959759	2.72231618	3.718762522
ALKBH8	1.816326016	2.216565875	2.269600191	1.475308363
ALLC	-7.400487022	-5.276570773	NA	-6.152019637
ALMS1	0.708683814	0.622830571	0.668140903	0.754457281
ALOX12	-0.971612578	-1.553414574	-1.631939714	-0.81102168
ALOX12B	-5.821037231	-4.183964149	-4.481001284	-4.893382659
ALOX15	-1.058542329	-2.832133851	-3.543406183	-0.820756645
ALOX15B	-3.552596776	-2.684279387	-2.920355996	-1.019062662
ALOX5	-1.398834277	-1.552440746	-1.69624175	-3.0804689
ALOX5AP	-0.608629722	1.541740888	0.969478355	0.26970028
ALOXE3	NA	NA	-5.948790884	NA
ALPI	-2.141293671	NA	NA	NA
ALPK1	-3.22444773	-1.91054291	-1.90835536	-1.908210286
ALPK2	-1.520399817	-4.230599608	-3.763386234	-2.033317756
ALPK3	3.543604682	2.518461076	2.737324634	3.399803153
ALPL	1.078278414	-3.509102415	-2.404666881	-0.387767804
ALPP	-7.401746943	NA	NA	NA
ALS2	3.01937982	2.508639123	2.545579759	3.008519728
ALS2CL	0.793928586	-0.859127405	-0.878784435	-0.303518422
ALX1	2.021658206	2.532423539	2.397732745	1.609850167
ALX3	NA	NA	-6.52062656	-6.304920927
ALX4	-6.198926284	-7.311542323	-5.001112729	-3.947056257
ALYREF	3.690123818	2.510938293	2.525263521	2.621378028
AMACR	-0.152816533	-1.209486413	-1.41420965	-0.453450129
AMBN	-0.802724328	-3.937084307	-3.453434795	-4.83190922
AMBP	0.693312544	-2.674714443	-1.82300443	0.026578008
AMBRA1	1.621412064	0.965531402	0.905565101	1.848842879
AMD1	3.883880932	4.353730706	4.316000072	5.00183248
AMDHD1	-1.714420553	-5.398253477	-6.107298844	-3.734109946
AMDHD2	-1.371845808	-2.970670822	-2.805750837	-1.056013772
AMELX	-5.528534939	NA	NA	-5.50158898
AMELY	-5.643013032	-5.313071577	NA	NA
AMER1	-2.113211006	-2.209922543	-2.084664614	-2.78110392
AMER2	-5.855098655	-6.040699468	-6.755262594	-5.912685988
AMER3	-5.246045064	NA	NA	-6.655604571
AMFR	2.312308121	2.33823445	2.449770296	2.209892316
AMH	-3.692484358	-5.57429792	-3.321675049	-2.952176289
AMHR2	3.126637599	2.009761216	2.071926316	0.835220595
AMIGO1	-2.449827587	-2.829493939	-2.732035126	-3.057347024
AMIGO2	2.114421	2.273557482	2.061047306	1.121136008
AMIGO3	NA	NA	NA	NA
AMMECR1	2.328590834	1.729121755	1.564149417	1.677697127
AMMECR1L	3.231437373	3.043162754	3.135835742	3.580019697
AMN	-3.331328351	NA	NA	-4.289409088
AMN1	2.49017732	3.460890483	3.362297437	2.821458994
AMOT	2.578158956	0.851811796	0.64540217	1.414805287
AMOTL1	3.41259756	2.824745211	2.816853652	3.503449476
AMOTL2	1.932605142	2.625275349	2.606732069	3.481540789
AMPD1	NA	NA	-4.968613263	-4.043054048
AMPD2	3.155653415	2.640375056	2.907142174	3.376679966
AMPD3	1.386552493	1.178462428	0.887061067	1.380736163
AMPH	-1.129317361	-0.502610446	-0.764604024	-1.746918016
AMT	3.746403644	3.88864987	3.999674782	3.256302841
AMTN	-5.940114022	NA	NA	NA
AMY1A	NA	NA	NA	NA
AMY1B	-7.110502689	NA	NA	NA
AMY1C	NA	NA	NA	NA
AMY2A	NA	NA	NA	-6.334874149
AMY2B	-2.289094173	-2.316762469	-2.118527087	-1.542686841
AMZ1	-1.728711216	-1.133176996	-1.241821786	-1.019262205
AMZ2	4.534866704	4.78354599	4.712466645	3.675204169
ANAPC1	0.536410493	-0.253289179	-0.180430314	0.157361306
ANAPC10	2.313215357	3.312281381	3.289504796	2.407084329
ANAPC11	6.0315068	5.742436212	5.549285395	5.424468645
ANAPC13	6.355625649	6.925614604	6.839538929	6.232101283
ANAPC15	2.92362589	2.812978458	2.71185229	2.478003022
ANAPC16	5.1540327	5.948473181	5.905157717	4.878756074
ANAPC2	-0.567057016	-1.637247131	-1.232148192	-0.22213731
ANAPC4	2.93993003	2.829545094	2.875305857	2.688964304
ANAPC5	4.928161967	5.197832826	5.154502105	4.874322354
ANAPC7	3.784268991	3.766098647	3.902773752	3.478908106
ANG	0.786917605	1.211183877	0.800598801	1.078953902
ANGEL1	3.426127529	3.023963684	3.104462153	3.504312032
ANGEL2	2.931091375	2.646310919	2.632088694	2.754635886
ANGPT1	2.050620781	3.418357903	3.538564389	0.698178299
ANGPT2	0.057167703	0.507301816	0.674631841	4.125621198
ANGPT4	-5.398572753	-5.092721442	-5.59659749	-5.612671275
ANGPTL1	-2.157178866	-2.005390711	-2.557997592	-2.053178836
ANGPTL2	0.406495465	0.756078712	0.335030366	2.481552628
ANGPTL3	-5.342203447	-3.729182192	-4.775337747	-6.27583791
ANGPTL4	3.697390001	3.00452041	3.034564901	4.251944547
ANGPTL5	-3.907202465	-2.776477225	-2.554166432	-2.953580624
ANGPTL6	-5.328714105	-5.055596512	-4.49631233	-4.600144771
ANGPTL7	-4.698302829	-5.163402786	-3.653197727	-3.291653197
ANHX	NA	NA	NA	NA
ANK1	-2.534323715	-3.803739039	-4.447086218	-2.374282079
ANK2	-0.057563597	-0.277316175	0.020478016	-0.534066505
ANK3	0.076350594	0.185381103	0.076210472	0.263260625
ANKAR	0.18866575	0.64019204	0.649435952	0.21611807
ANKDD1A	0.895894646	0.990567612	1.126498643	0.873499639
ANKDD1B	-0.58739731	-2.402136482	-2.677506669	-1.692837003
ANKEF1	-2.188343374	-2.30849162	-2.580987686	-2.659995145
ANKFN1	-6.433161077	-6.4254241	-6.134276825	-5.178793694
ANKFY1	2.952281474	2.183346902	2.293685416	2.944560738
ANKH	-0.322704014	-0.337242933	-0.481639538	0.561757468
ANKHD1	-0.874515148	-0.450821496	-0.614881826	-0.716709652
ANKIB1	2.861581376	3.104118371	3.15234795	3.098982292
ANKK1	-6.292891997	-3.516827752	-4.222342493	-3.601162311
ANKLE1	-1.095242162	-0.843586402	-0.726361899	-1.851363991
ANKLE2	0.83754247	0.758392461	0.837673681	1.154628658
ANKMY1	-1.044172792	-1.656107552	-1.329930284	-0.936945538
ANKMY2	4.855492374	4.702983983	4.730235181	3.862633435
ANKRA2	3.817646444	3.956552487	3.815301051	3.482941913
ANKRD1	2.020492368	0.5534683	0.251924143	1.764405339
ANKRD10	6.423756838	6.692326397	6.854045925	6.77701377
ANKRD11	1.864197221	2.454121168	2.639747426	2.308337189
ANKRD12	2.861166062	3.660931778	3.651793956	3.383956657
ANKRD13A	1.73462146	1.39005479	1.37949552	2.020552338
ANKRD13B	-2.455842198	-0.941750547	-1.221863992	-1.598329323
ANKRD13C	3.324525368	3.138176462	3.017725676	3.516349103
ANKRD13D	1.217850097	0.418411161	0.654213504	1.49613175
ANKRD16	-1.329911686	-1.332754541	-1.182114754	-1.607145773
ANKRD17	3.87436283	3.575683531	3.692389608	3.802634174
ANKRD18A	-4.745241873	-6.490469762	-6.120979968	-5.701260995
ANKRD18B	-3.809809626	-3.371145383	-3.940296391	-7.356217502
ANKRD2	-4.452538086	-5.171074271	-6.27686721	-3.58696272
ANKRD20A1	-7.846355236	NA	NA	NA
ANKRD22	NA	NA	-6.410153887	NA
ANKRD23	-3.117588877	-3.148178801	-2.756056698	-2.538212428
ANKRD24	-6.430536454	-4.607200719	-7.778447489	-5.636720257
ANKRD26	2.411571985	2.869428179	2.90932134	2.479958659
ANKRD27	3.158782517	2.361837977	2.280622628	2.751974828
ANKRD28	0.795821805	1.309402894	1.480807492	1.565380346
ANKRD29	-8.73056468	-6.186423197	-8.415861378	-7.086435844
ANKRD30A	-6.647454005	-7.884006373	NA	NA
ANKRD30B	-7.050188402	-6.307517544	-5.904961099	-8.386683518
ANKRD30BL	-6.593563874	-7.801483205	-6.347691189	-7.112609507
ANKRD31	-3.276689309	-2.154055034	-1.858558958	-3.271620753
ANKRD33	-1.446254593	-2.364114991	-2.066020819	-1.535577223
ANKRD33B	0.770607267	0.870043631	1.413867155	1.136074066
ANKRD34A	-3.974688157	-5.546810205	-4.68936968	-4.875371253
ANKRD34B	-6.42041239	-6.031820586	-6.630113955	-4.434908943
ANKRD34C	NA	NA	NA	NA
ANKRD35	-3.813770121	-2.758290562	-2.164782583	-3.255497451
ANKRD36	1.874111508	2.701329034	2.801252921	2.633741775
ANKRD36B	1.419839664	2.227920971	2.432369145	2.051952088
ANKRD36C	1.7028854	2.659620914	2.804027288	2.515488383
ANKRD37	0.627325146	0.8372905	0.763436488	1.289062671
ANKRD39	0.828214759	0.949184302	0.918920225	0.924536745
ANKRD40	3.421459247	3.721328194	3.73658699	3.23767307
ANKRD42	1.106278828	1.885273761	1.927833248	1.97563264
ANKRD44	-2.428509709	-0.842034876	-0.661029182	0.046888393
ANKRD45	-1.690730353	-1.616885087	-1.880919318	-1.728131953
ANKRD46	3.335909138	4.119112597	4.221711441	3.596175693
ANKRD49	3.06956481	3.246353935	3.261877162	2.603321602
ANKRD50	2.559958545	2.118949716	2.133216722	3.414833212
ANKRD52	0.203278165	-0.299998578	0.02406973	0.729553724
ANKRD53	-2.507776603	-2.872372371	-3.018694178	-2.823531842
ANKRD54	2.458017167	2.563982901	2.282641329	2.464067557
ANKRD55	2.294291944	2.292456412	2.316909978	-0.381008579
ANKRD6	-0.215885297	-0.118208959	-0.044226426	0.512814223
ANKRD60	NA	NA	NA	NA
ANKRD61	-0.459249375	-0.571118268	-0.692044228	-0.475830558
ANKRD62	-8.154334771	-8.05461701	-6.006456333	-7.677030799
ANKRD63	NA	NA	NA	NA
ANKRD65	-3.268876906	-3.562190996	-5.437707889	-5.099234759
ANKRD66	NA	NA	NA	-7.29479671
ANKRD7	-4.633387704	-3.67122488	-4.327240432	-3.932190379
ANKRD9	-2.779001433	-3.366279397	-3.52396037	-2.160617871
ANKS1A	2.47109833	2.107871019	1.876109335	2.769602433
ANKS1B	-4.111690003	-6.745393751	-5.147004717	-5.853762439
ANKS3	-1.095205054	-1.189820184	-1.285588768	-0.687547209
ANKS4B	0.378714903	-3.932903124	-3.906747507	-2.211106657
ANKS6	0.839440153	0.300819125	0.439845644	0.302297205
ANKUB1	-7.011805651	-7.49705039	-7.386111885	-6.088074041
ANKZF1	3.48191857	2.972281514	3.034038603	3.701542709
ANLN	4.697265451	3.94587398	3.739854266	3.274317962
ANO1	-4.406975252	-3.883031675	-4.285514155	-4.12136746
ANO10	4.680666383	4.48082233	4.562917666	4.832341695
ANO2	-1.454020032	-1.468016176	-0.86611	-1.385042777
ANO3	-4.786435398	-3.28739558	-3.078542615	-4.013697345
ANO4	-1.106988847	-2.749119847	-4.80994635	-3.021642003
ANO5	-1.250414959	-0.318296811	-0.106724955	-1.412745418
ANO6	2.771219635	1.980142376	2.117696899	3.138165279
ANO7	-0.446362298	-0.869683794	-0.763393699	-0.09809141
ANO8	-4.898237182	-3.944334534	-4.372995527	-3.89916048
ANO9	-3.264697764	NA	-5.665815877	-4.23934099
ANOS1	-3.610128745	-5.735103893	-5.663426666	-5.276717933
ANP32A	3.910255673	3.850246529	3.967939199	3.63529837
ANP32B	4.948976641	5.400638843	5.405678833	4.61379053
ANP32D	-5.995629303	-3.536494066	-4.057052328	-3.886758612
ANP32E	6.483152876	7.582239458	7.565731684	5.877524973
ANPEP	4.322312112	2.709484436	2.40157936	3.971125517
ANTXR1	0.339797263	-0.336588762	-0.756903954	0.617288677
ANTXR2	2.91136474	2.585166649	2.387900151	3.497347643
ANTXRL	NA	NA	NA	-7.438789133
ANXA1	4.88560639	4.934974503	4.503150474	5.012274568
ANXA10	NA	NA	-5.479066605	NA
ANXA11	1.401221577	1.030052087	1.239775155	2.31485816
ANXA13	-7.716962397	-6.131293428	NA	NA
ANXA2	5.750125235	5.566559255	5.13918504	6.501898279
ANXA2R	0.958660421	2.039309153	1.742311199	2.285341174
ANXA3	3.536339806	2.468143592	2.69906853	2.992234393
ANXA4	1.785889675	1.750764084	1.784553115	1.601836467
ANXA5	7.214221293	7.295139747	7.092097615	7.409638152
ANXA6	6.095823473	5.825211189	5.464755297	5.817663361
ANXA7	6.298421649	6.471225055	6.426885893	6.016268771
ANXA8	-6.630089361	-7.803814363	NA	-4.051034711
ANXA8L1	-5.345497154	-6.552733834	-7.469882688	-3.804054196
ANXA9	1.421394751	0.132627449	0.323008392	0.09822474
AOAH	-1.400443229	-1.463774042	-1.796527619	-2.06989444
AOC1	-3.456550583	-3.989799638	-3.139914316	-2.491137227
AOC2	-1.042790216	-0.998525927	-0.539371045	-0.899342803
AOC3	-1.598849846	-2.699150179	-2.43982126	-0.953283944
AOX1	-1.199233957	-4.822576311	-5.353913799	-3.138039108
AP000351.3	NA	NA	NA	NA
AP000721.1	NA	-1.051014773	-2.002854097	NA
AP002495.1	NA	-0.724864557	-1.67346576	-1.862639135
AP002884.2	NA	NA	NA	NA
AP006285.2	NA	NA	NA	NA
AP006621.6	-1.720055628	NA	-3.810062625	-0.864917661
AP1AR	2.314420216	2.176238069	2.248248365	2.998203396
AP1B1	3.515704742	2.234613905	2.368033943	3.446331075
AP1G1	3.537533428	3.347078459	3.380707878	3.510817761
AP1G2	2.768754416	2.982444723	3.068575023	3.244890998
AP1M1	2.281755694	1.465598626	1.59204525	2.583353314
AP1M2	2.520682075	-1.424101487	-1.301652363	0.443884152
AP1S1	3.187923228	3.333141837	3.220600321	3.456268077
AP1S2	2.155443487	3.403905149	3.431315599	2.86380979
AP1S3	-1.963150929	-1.894441851	-2.469338646	-2.296175762
AP2A1	1.166271247	0.653628342	0.726950194	1.31367514
AP2A2	-0.503959284	-0.834639698	-0.568904628	0.27215218
AP2B1	5.213073728	5.066751424	4.939242716	5.231072678
AP2M1	7.790643839	7.608608377	7.550115721	7.597514209
AP2S1	7.12287711	6.990925091	6.981114615	7.157246445
AP3B1	4.246895725	4.039387982	4.044323762	4.317233189
AP3B2	-2.99536062	-4.872836244	-3.439851248	-4.085115633
AP3D1	1.773062868	1.282740819	1.422647007	2.045543355
AP3M1	5.222056364	5.444885915	5.383592693	5.184646067
AP3M2	2.911917828	3.11621976	3.077468078	3.669864955
AP3S1	4.063714754	4.292288468	4.148948559	4.087816629
AP3S2	1.050781429	1.108630997	0.909122537	0.847997254
AP4B1	2.913606682	2.584489892	2.552464945	3.034795945
AP4E1	0.606261126	0.281401765	0.177720476	0.642454725
AP4M1	2.135158184	2.014785035	1.886568188	1.798512315
AP4S1	0.916432069	1.259073083	1.294312506	0.874131306
AP5B1	-1.292604282	-2.180273491	-1.799762727	-1.24339986
AP5M1	2.957675998	2.882125959	2.722160601	2.358432825
AP5S1	1.528190992	1.254904667	1.125326461	1.038744062
AP5Z1	-0.698365873	-1.12160446	-0.882065974	0.292553749
